Date,SH
3/1/2017 0:00,-8.647882331
3/1/2017 1:00,-16.11259759
3/1/2017 2:00,-7.218294812
3/1/2017 3:00,-13.86583319
3/1/2017 4:00,-5.486710788
3/1/2017 5:00,-6.419601814
3/1/2017 6:00,24.17999517
3/1/2017 7:00,37.0631917
3/1/2017 8:00,57.38436839
3/1/2017 9:00,66.15943841
3/1/2017 10:00,130.4681744
3/1/2017 11:00,165.3750828
3/1/2017 12:00,103.7801042
3/1/2017 13:00,2404.224269
3/1/2017 14:00,749.5353382
3/1/2017 15:00,574.3402367
3/1/2017 16:00,389.6997917
3/1/2017 17:00,443.1108591
3/1/2017 18:00,466.7144012
3/1/2017 19:00,2.748140725
3/1/2017 20:00,-0.749478882
3/1/2017 21:00,-3.278967534
3/1/2017 22:00,-19.0810352
3/1/2017 23:00,-14.37201344
3/2/2017 0:00,-10.78386355
3/2/2017 1:00,-14.13309443
3/2/2017 2:00,-12.68901212
3/2/2017 3:00,-7.4984374
3/2/2017 4:00,-10.42066519
3/2/2017 5:00,-14.50131335
3/2/2017 6:00,24.12909822
3/2/2017 7:00,26.88952965
3/2/2017 8:00,25.91050442
3/2/2017 9:00,74.00509798
3/2/2017 10:00,145.9474097
3/2/2017 11:00,129.2389485
3/2/2017 12:00,134.9647952
3/2/2017 13:00,819.0778828
3/2/2017 14:00,191.4892751
3/2/2017 15:00,958.3273324
3/2/2017 16:00,355.5603996
3/2/2017 17:00,376.5268509
3/2/2017 18:00,341.0166031
3/2/2017 19:00,18.970783
3/2/2017 20:00,8.979628325
3/2/2017 21:00,2.092479509
3/2/2017 22:00,-10.36484367
3/2/2017 23:00,-17.68970747
3/3/2017 0:00,-10.84985652
3/3/2017 1:00,-17.01740931
3/3/2017 2:00,-10.39072913
3/3/2017 3:00,-9.995674801
3/3/2017 4:00,-7.227066188
3/3/2017 5:00,-7.562697274
3/3/2017 6:00,70.19967652
3/3/2017 7:00,21.35501231
3/3/2017 8:00,48.69631579
3/3/2017 9:00,67.58818408
3/3/2017 10:00,172.781367
3/3/2017 11:00,158.5874591
3/3/2017 12:00,104.2076535
3/3/2017 13:00,2284.208348
3/3/2017 14:00,399.0293713
3/3/2017 15:00,1476.988973
3/3/2017 16:00,427.2154667
3/3/2017 17:00,303.1443877
3/3/2017 18:00,392.7712793
3/3/2017 19:00,4.178868539
3/3/2017 20:00,19.92126806
3/3/2017 21:00,6.660799053
3/3/2017 22:00,-12.78422859
3/3/2017 23:00,-19.18493448
3/4/2017 0:00,-18.37569031
3/4/2017 1:00,-6.47338644
3/4/2017 2:00,-9.115430597
3/4/2017 3:00,-10.95757342
3/4/2017 4:00,-12.55290353
3/4/2017 5:00,-5.462927507
3/4/2017 6:00,73.36990867
3/4/2017 7:00,68.25461948
3/4/2017 8:00,38.05505319
3/4/2017 9:00,43.06195157
3/4/2017 10:00,132.0152359
3/4/2017 11:00,135.5596415
3/4/2017 12:00,145.4071715
3/4/2017 13:00,389.445615
3/4/2017 14:00,2286.496521
3/4/2017 15:00,208.6935697
3/4/2017 16:00,403.5765187
3/4/2017 17:00,452.0387735
3/4/2017 18:00,373.5655088
3/4/2017 19:00,12.8213114
3/4/2017 20:00,4.329203176
3/4/2017 21:00,2.467536287
3/4/2017 22:00,-8.275356456
3/4/2017 23:00,-5.722373403
3/5/2017 0:00,-18.14890079
3/5/2017 1:00,-12.62007982
3/5/2017 2:00,-7.364309723
3/5/2017 3:00,-14.34399591
3/5/2017 4:00,-7.983755074
3/5/2017 5:00,-13.5209903
3/5/2017 6:00,18.58371284
3/5/2017 7:00,36.19456427
3/5/2017 8:00,53.91719588
3/5/2017 9:00,46.14887611
3/5/2017 10:00,121.4654106
3/5/2017 11:00,104.7734351
3/5/2017 12:00,125.1278837
3/5/2017 13:00,602.0889476
3/5/2017 14:00,1935.400405
3/5/2017 15:00,1411.956701
3/5/2017 16:00,386.3834736
3/5/2017 17:00,429.2223958
3/5/2017 18:00,460.0755166
3/5/2017 19:00,3.769588341
3/5/2017 20:00,10.55357691
3/5/2017 21:00,11.12034042
3/5/2017 22:00,-10.25934597
3/5/2017 23:00,-12.80710032
3/6/2017 0:00,-14.22692444
3/6/2017 1:00,-11.55425851
3/6/2017 2:00,-14.92657709
3/6/2017 3:00,-13.43929902
3/6/2017 4:00,-6.159112204
3/6/2017 5:00,-17.99218726
3/6/2017 6:00,66.20057639
3/6/2017 7:00,51.06158215
3/6/2017 8:00,16.51721698
3/6/2017 9:00,67.64888118
3/6/2017 10:00,113.1754961
3/6/2017 11:00,149.9607073
3/6/2017 12:00,149.3387914
3/6/2017 13:00,747.4929146
3/6/2017 14:00,2415.856933
3/6/2017 15:00,898.4568448
3/6/2017 16:00,450.6182435
3/6/2017 17:00,402.1565107
3/6/2017 18:00,446.2987727
3/6/2017 19:00,3.743474902
3/6/2017 20:00,-4.287474189
3/6/2017 21:00,17.17979318
3/6/2017 22:00,-15.35300437
3/6/2017 23:00,-9.419981186
3/7/2017 0:00,-17.33621328
3/7/2017 1:00,-16.95960234
3/7/2017 2:00,-6.358313128
3/7/2017 3:00,-11.79026046
3/7/2017 4:00,-10.03277571
3/7/2017 5:00,-10.07596117
3/7/2017 6:00,30.04911538
3/7/2017 7:00,59.95899575
3/7/2017 8:00,25.55158104
3/7/2017 9:00,67.64596938
3/7/2017 10:00,163.5213452
3/7/2017 11:00,125.5673891
3/7/2017 12:00,111.128476
3/7/2017 13:00,447.8355019
3/7/2017 14:00,2088.036526
3/7/2017 15:00,2018.467343
3/7/2017 16:00,320.4061744
3/7/2017 17:00,475.8316373
3/7/2017 18:00,431.2979264
3/7/2017 19:00,14.40506202
3/7/2017 20:00,18.52288699
3/7/2017 21:00,7.210002108
3/7/2017 22:00,-10.63176394
3/7/2017 23:00,-8.301956518
3/8/2017 0:00,-18.97319409
3/8/2017 1:00,-10.36828996
3/8/2017 2:00,-12.12862306
3/8/2017 3:00,-10.77587653
3/8/2017 4:00,-8.473414808
3/8/2017 5:00,-9.635927471
3/8/2017 6:00,48.53880644
3/8/2017 7:00,54.83200916
3/8/2017 8:00,53.45963109
3/8/2017 9:00,63.46416586
3/8/2017 10:00,128.0450626
3/8/2017 11:00,167.2987315
3/8/2017 12:00,140.9383473
3/8/2017 13:00,2327.11319
3/8/2017 14:00,811.8569211
3/8/2017 15:00,1045.331774
3/8/2017 16:00,489.8588419
3/8/2017 17:00,337.6498139
3/8/2017 18:00,410.9271064
3/8/2017 19:00,10.96449646
3/8/2017 20:00,17.39384482
3/8/2017 21:00,6.835598321
3/8/2017 22:00,-14.33500537
3/8/2017 23:00,-16.67258473
3/9/2017 0:00,-18.92413743
3/9/2017 1:00,-6.361560665
3/9/2017 2:00,-7.786145725
3/9/2017 3:00,-17.0003516
3/9/2017 4:00,-7.547530785
3/9/2017 5:00,-14.87342261
3/9/2017 6:00,63.01966488
3/9/2017 7:00,42.99715674
3/9/2017 8:00,40.460499
3/9/2017 9:00,25.43322963
3/9/2017 10:00,126.3676313
3/9/2017 11:00,137.393772
3/9/2017 12:00,145.1602738
3/9/2017 13:00,794.7059347
3/9/2017 14:00,1272.071042
3/9/2017 15:00,2252.298076
3/9/2017 16:00,311.5712612
3/9/2017 17:00,461.7959978
3/9/2017 18:00,429.4565596
3/9/2017 19:00,19.59955211
3/9/2017 20:00,5.729187807
3/9/2017 21:00,9.348766422
3/9/2017 22:00,-7.96913588
3/9/2017 23:00,-5.007898631
3/10/2017 0:00,-5.640724379
3/10/2017 1:00,-14.56061664
3/10/2017 2:00,-13.80499421
3/10/2017 3:00,-6.981477437
3/10/2017 4:00,-12.68077659
3/10/2017 5:00,-12.6169885
3/10/2017 6:00,49.10884818
3/10/2017 7:00,73.52978595
3/10/2017 8:00,74.22779632
3/10/2017 9:00,28.81663121
3/10/2017 10:00,135.2464749
3/10/2017 11:00,157.8278179
3/10/2017 12:00,102.8126884
3/10/2017 13:00,952.2621275
3/10/2017 14:00,2050.762338
3/10/2017 15:00,682.7258901
3/10/2017 16:00,493.936758
3/10/2017 17:00,399.4286231
3/10/2017 18:00,347.3506116
3/10/2017 19:00,3.402699376
3/10/2017 20:00,18.85434771
3/10/2017 21:00,5.867817402
3/10/2017 22:00,-16.94378753
3/10/2017 23:00,-13.1133091
3/11/2017 0:00,-13.82572614
3/11/2017 1:00,-18.84236395
3/11/2017 2:00,-15.22449355
3/11/2017 3:00,-7.986060194
3/11/2017 4:00,-5.461751597
3/11/2017 5:00,-10.25189512
3/11/2017 6:00,10.67804719
3/11/2017 7:00,21.03429883
3/11/2017 8:00,51.51084739
3/11/2017 9:00,21.52509884
3/11/2017 10:00,110.2849297
3/11/2017 11:00,122.2189888
3/11/2017 12:00,163.3874887
3/11/2017 13:00,838.1846996
3/11/2017 14:00,1805.604061
3/11/2017 15:00,1253.807211
3/11/2017 16:00,417.0664603
3/11/2017 17:00,341.617024
3/11/2017 18:00,495.3539265
3/11/2017 19:00,13.14597123
3/11/2017 20:00,-4.709223254
3/11/2017 21:00,-2.949715581
3/11/2017 22:00,-15.1743405
3/11/2017 23:00,-11.38931746
3/12/2017 0:00,-5.595498595
3/12/2017 1:00,-10.3724062
3/12/2017 2:00,-6.384187
3/12/2017 3:00,-17.91950568
3/12/2017 4:00,-10.29224687
3/12/2017 5:00,-8.425023526
3/12/2017 6:00,53.36947401
3/12/2017 7:00,37.23639481
3/12/2017 8:00,54.63165123
3/12/2017 9:00,16.90477703
3/12/2017 10:00,109.142503
3/12/2017 11:00,166.70733
3/12/2017 12:00,122.6991045
3/12/2017 13:00,1640.756926
3/12/2017 14:00,419.4608939
3/12/2017 15:00,363.7688804
3/12/2017 16:00,306.3364805
3/12/2017 17:00,466.930049
3/12/2017 18:00,320.8270171
3/12/2017 19:00,2.756943883
3/12/2017 20:00,10.96726579
3/12/2017 21:00,2.64442484
3/12/2017 22:00,-14.68548712
3/12/2017 23:00,-13.2149776
3/13/2017 0:00,-9.633681735
3/13/2017 1:00,-18.61082941
3/13/2017 2:00,-15.29038557
3/13/2017 3:00,-15.50530996
3/13/2017 4:00,-19.30123437
3/13/2017 5:00,-19.63752046
3/13/2017 6:00,20.34258409
3/13/2017 7:00,16.89098735
3/13/2017 8:00,15.05301009
3/13/2017 9:00,77.12177769
3/13/2017 10:00,141.1018291
3/13/2017 11:00,164.8781904
3/13/2017 12:00,128.0643799
3/13/2017 13:00,685.3071305
3/13/2017 14:00,1569.569809
3/13/2017 15:00,922.6805492
3/13/2017 16:00,429.1559855
3/13/2017 17:00,310.6947678
3/13/2017 18:00,402.3225727
3/13/2017 19:00,11.97063277
3/13/2017 20:00,3.729032205
3/13/2017 21:00,2.139041143
3/13/2017 22:00,-18.77463024
3/13/2017 23:00,-17.07691208
3/14/2017 0:00,-10.30759611
3/14/2017 1:00,-18.57428966
3/14/2017 2:00,-12.48440159
3/14/2017 3:00,-12.38796537
3/14/2017 4:00,-9.432772805
3/14/2017 5:00,-14.39721335
3/14/2017 6:00,69.4898052
3/14/2017 7:00,57.68280457
3/14/2017 8:00,56.50138705
3/14/2017 9:00,39.03557141
3/14/2017 10:00,110.0940762
3/14/2017 11:00,130.1834117
3/14/2017 12:00,154.3670462
3/14/2017 13:00,1496.106608
3/14/2017 14:00,372.2383035
3/14/2017 15:00,213.1414631
3/14/2017 16:00,413.7526662
3/14/2017 17:00,320.5099749
3/14/2017 18:00,362.8096152
3/14/2017 19:00,4.822967069
3/14/2017 20:00,13.36178096
3/14/2017 21:00,7.219303109
3/14/2017 22:00,-12.4080739
3/14/2017 23:00,-10.40663133
3/15/2017 0:00,-11.43278375
3/15/2017 1:00,-10.22381974
3/15/2017 2:00,-17.13415082
3/15/2017 3:00,-7.843739562
3/15/2017 4:00,-19.82024916
3/15/2017 5:00,-17.93593356
3/15/2017 6:00,15.03442723
3/15/2017 7:00,30.0111581
3/15/2017 8:00,14.42339884
3/15/2017 9:00,34.55305265
3/15/2017 10:00,173.8040308
3/15/2017 11:00,174.0022289
3/15/2017 12:00,149.4005512
3/15/2017 13:00,1538.120168
3/15/2017 14:00,2092.084282
3/15/2017 15:00,2092.440544
3/15/2017 16:00,477.8347896
3/15/2017 17:00,413.0075176
3/15/2017 18:00,402.3143725
3/15/2017 19:00,13.38031112
3/15/2017 20:00,-2.80904536
3/15/2017 21:00,11.15908345
3/15/2017 22:00,-10.81711151
3/15/2017 23:00,-8.296064049
3/16/2017 0:00,-9.896910659
