Date,TEMP
1/1/2017 1:00,5.332883975
1/1/2017 2:00,12.97951569
1/1/2017 3:00,10.38286687
1/1/2017 4:00,5.664466111
1/1/2017 5:00,12.57614974
1/1/2017 6:00,6.575537401
1/1/2017 7:00,5.904478358
1/1/2017 8:00,10.55446726
1/1/2017 9:00,10.98776598
1/1/2017 10:00,19.11806258
1/1/2017 11:00,22.10295903
1/1/2017 12:00,20.89753318
1/1/2017 13:00,18.04182347
1/1/2017 14:00,23.50391746
1/1/2017 15:00,21.24295174
1/1/2017 16:00,20.14669698
1/1/2017 17:00,19.37703915
1/1/2017 18:00,17.53221873
1/1/2017 19:00,19.16508562
1/1/2017 20:00,19.97479367
1/1/2017 21:00,18.04566576
1/1/2017 22:00,6.044498531
1/1/2017 23:00,8.402873592
1/2/2017 0:00,13.28254666
1/2/2017 1:00,8.772532036
1/2/2017 2:00,11.7195883
1/2/2017 3:00,6.240172801
1/2/2017 4:00,7.042378195
1/2/2017 5:00,13.32021822
1/2/2017 6:00,10.82028254
1/2/2017 7:00,14.16037022
1/2/2017 8:00,10.21745858
1/2/2017 9:00,10.96764146
1/2/2017 10:00,17.70728648
1/2/2017 11:00,15.49821302
1/2/2017 12:00,16.29742851
1/2/2017 13:00,21.65222634
1/2/2017 14:00,24.48311046
1/2/2017 15:00,21.41543131
1/2/2017 16:00,20.95637443
1/2/2017 17:00,18.58176607
1/2/2017 18:00,20.97950674
1/2/2017 19:00,18.80125796
1/2/2017 20:00,15.45169232
1/2/2017 21:00,19.24501998
1/2/2017 22:00,11.56138882
1/2/2017 23:00,11.35479212
1/3/2017 0:00,14.3474972
1/3/2017 1:00,5.946208926
1/3/2017 2:00,12.41368767
1/3/2017 3:00,5.550931053
1/3/2017 4:00,9.353230932
1/3/2017 5:00,12.70393884
1/3/2017 6:00,11.92132639
1/3/2017 7:00,5.801550878
1/3/2017 8:00,8.410794096
1/3/2017 9:00,5.1744771
1/3/2017 10:00,18.05839682
1/3/2017 11:00,18.02025243
1/3/2017 12:00,24.9413106
1/3/2017 13:00,20.19278873
1/3/2017 14:00,22.19251925
1/3/2017 15:00,19.3285978
1/3/2017 16:00,21.8221561
1/3/2017 17:00,23.06312808
1/3/2017 18:00,16.45105238
1/3/2017 19:00,17.46109686
1/3/2017 20:00,18.26021364
1/3/2017 21:00,18.14362952
1/3/2017 22:00,5.89466134
1/3/2017 23:00,7.693831367
1/4/2017 0:00,8.925783764
1/4/2017 1:00,6.75168528
1/4/2017 2:00,6.641607306
1/4/2017 3:00,11.51088098
1/4/2017 4:00,8.015231376
1/4/2017 5:00,11.46309417
1/4/2017 6:00,7.714910196
1/4/2017 7:00,10.1362838
1/4/2017 8:00,6.852998534
1/4/2017 9:00,5.740329657
1/4/2017 10:00,19.31355514
1/4/2017 11:00,17.42683225
1/4/2017 12:00,18.89613025
1/4/2017 13:00,19.44597682
1/4/2017 14:00,19.53967212
1/4/2017 15:00,20.24866093
1/4/2017 16:00,16.33645497
1/4/2017 17:00,23.37847862
1/4/2017 18:00,20.82275557
1/4/2017 19:00,16.37977672
1/4/2017 20:00,15.73446861
1/4/2017 21:00,16.50901689
1/4/2017 22:00,14.69919725
1/4/2017 23:00,9.036792225
1/5/2017 0:00,9.279163633
1/5/2017 1:00,10.44536845
1/5/2017 2:00,6.804196774
1/5/2017 3:00,5.918621861
1/5/2017 4:00,13.32032666
1/5/2017 5:00,11.60034443
1/5/2017 6:00,9.386408049
1/5/2017 7:00,11.66884268
1/5/2017 8:00,14.89030524
1/5/2017 9:00,7.6130184
1/5/2017 10:00,16.42760616
1/5/2017 11:00,15.65260811
1/5/2017 12:00,20.27516052
1/5/2017 13:00,18.93292972
1/5/2017 14:00,21.58221151
1/5/2017 15:00,18.66769036
1/5/2017 16:00,21.21114459
1/5/2017 17:00,22.24926558
1/5/2017 18:00,16.90414579
1/5/2017 19:00,19.34295698
1/5/2017 20:00,17.66263621
1/5/2017 21:00,15.904384
1/5/2017 22:00,8.563509181
1/5/2017 23:00,11.16445469
1/6/2017 0:00,7.413637384
1/6/2017 1:00,11.98965211
1/6/2017 2:00,14.94755115
1/6/2017 3:00,8.819723304
1/6/2017 4:00,11.57091258
1/6/2017 5:00,12.66884862
1/6/2017 6:00,12.84080947
1/6/2017 7:00,6.24768338
1/6/2017 8:00,8.32930769
1/6/2017 9:00,14.04516833
1/6/2017 10:00,19.1829373
1/6/2017 11:00,24.99916872
1/6/2017 12:00,23.54846784
1/6/2017 13:00,22.89601249
1/6/2017 14:00,21.54490507
1/6/2017 15:00,20.59109501
1/6/2017 16:00,17.02595035
1/6/2017 17:00,20.1450509
1/6/2017 18:00,15.76012315
1/6/2017 19:00,15.52303347
1/6/2017 20:00,19.324548
1/6/2017 21:00,19.36292113
1/6/2017 22:00,12.53055507
1/6/2017 23:00,8.559311401
1/7/2017 0:00,13.630846
1/7/2017 1:00,11.68937354
1/7/2017 2:00,6.012212741
1/7/2017 3:00,7.403236914
1/7/2017 4:00,14.79221065
1/7/2017 5:00,10.02374081
1/7/2017 6:00,14.02858884
1/7/2017 7:00,13.56031992
1/7/2017 8:00,9.943454742
1/7/2017 9:00,10.30197768
1/7/2017 10:00,18.30900291
1/7/2017 11:00,16.22314889
1/7/2017 12:00,19.16984548
1/7/2017 13:00,22.01707828
1/7/2017 14:00,18.69717813
1/7/2017 15:00,24.23692941
1/7/2017 16:00,16.41377367
1/7/2017 17:00,21.04117952
1/7/2017 18:00,19.26255242
1/7/2017 19:00,15.04385609
1/7/2017 20:00,18.57734123
1/7/2017 21:00,15.78236602
1/7/2017 22:00,13.53087651
1/7/2017 23:00,13.16601972
1/8/2017 0:00,6.21121202
1/8/2017 1:00,14.43633491
1/8/2017 2:00,14.34637378
1/8/2017 3:00,7.418977953
1/8/2017 4:00,11.3949738
1/8/2017 5:00,11.97241766
1/8/2017 6:00,12.32060521
1/8/2017 7:00,6.745604801
1/8/2017 8:00,14.27860213
1/8/2017 9:00,6.198114687
1/8/2017 10:00,22.5183761
1/8/2017 11:00,17.40201817
1/8/2017 12:00,22.68444669
1/8/2017 13:00,21.91797854
1/8/2017 14:00,18.23331563
1/8/2017 15:00,24.66547751
1/8/2017 16:00,20.41808642
1/8/2017 17:00,20.54371669
1/8/2017 18:00,15.71070106
1/8/2017 19:00,16.63411962
1/8/2017 20:00,19.65931317
1/8/2017 21:00,16.93135649
1/8/2017 22:00,8.777913615
1/8/2017 23:00,12.75154899
1/9/2017 0:00,5.927657394
1/9/2017 1:00,8.320533443
1/9/2017 2:00,11.44952552
1/9/2017 3:00,6.649791649
1/9/2017 4:00,12.38249406
1/9/2017 5:00,7.898937318
1/9/2017 6:00,14.91519982
1/9/2017 7:00,11.87197599
1/9/2017 8:00,11.04440699
1/9/2017 9:00,6.28780325
1/9/2017 10:00,16.87139105
1/9/2017 11:00,19.48492037
1/9/2017 12:00,15.99772767
1/9/2017 13:00,19.30287731
1/9/2017 14:00,19.18296136
1/9/2017 15:00,22.33937819
1/9/2017 16:00,16.30559726
1/9/2017 17:00,21.97317318
1/9/2017 18:00,17.68932639
1/9/2017 19:00,16.98103115
1/9/2017 20:00,18.99826079
1/9/2017 21:00,17.51297052
1/9/2017 22:00,12.9753433
1/9/2017 23:00,11.60487124
1/10/2017 0:00,5.057471761
1/10/2017 1:00,9.416401181
1/10/2017 2:00,5.491227711
1/10/2017 3:00,12.02463842
1/10/2017 4:00,8.95781948
1/10/2017 5:00,12.80576784
1/10/2017 6:00,11.83002072
1/10/2017 7:00,9.166429409
1/10/2017 8:00,13.01231453
1/10/2017 9:00,10.50510158
1/10/2017 10:00,19.14150788
1/10/2017 11:00,22.77507395
1/10/2017 12:00,20.80165934
1/10/2017 13:00,21.97386902
1/10/2017 14:00,24.64398874
1/10/2017 15:00,20.70764442
1/10/2017 16:00,17.43183693
1/10/2017 17:00,17.76941663
1/10/2017 18:00,20.77296306
1/10/2017 19:00,18.25747614
1/10/2017 20:00,19.29878883
1/10/2017 21:00,18.48569105
1/10/2017 22:00,8.814362058
1/10/2017 23:00,5.984482959
1/11/2017 0:00,8.529347666
1/11/2017 1:00,6.618286548
1/11/2017 2:00,5.93331688
1/11/2017 3:00,13.79948955
