Date,H
3/1/2021 0:00,547.9591882
3/1/2021 1:00,678.9482395
3/1/2021 2:00,574.254455
3/1/2021 3:00,759.8975613
3/1/2021 4:00,697.6437816
3/1/2021 5:00,580.1086068
3/1/2021 22:00,723.5428113
3/1/2021 23:00,608.4574009
3/2/2021 0:00,784.3555403
3/2/2021 1:00,582.5409605
3/2/2021 2:00,532.3698149
3/2/2021 3:00,554.210941
3/2/2021 4:00,699.8391108
3/2/2021 5:00,515.0910826
3/2/2021 22:00,538.565683
3/2/2021 23:00,730.358903
3/3/2021 0:00,792.3920059
3/3/2021 1:00,519.5184457
3/3/2021 2:00,568.9616354
3/3/2021 3:00,606.1632576
3/3/2021 4:00,562.7003856
3/3/2021 5:00,538.3843149
3/3/2021 22:00,539.2450137
3/3/2021 23:00,759.4631174
3/4/2021 0:00,555.4919035
3/4/2021 1:00,591.9250516
3/4/2021 2:00,546.1032887
3/4/2021 3:00,716.3114544
3/4/2021 4:00,561.032224
3/4/2021 5:00,542.2500506
3/4/2021 22:00,728.693096
3/4/2021 23:00,702.7823912
3/5/2021 0:00,653.4972846
3/5/2021 1:00,665.7654162
3/5/2021 2:00,706.7774335
3/5/2021 3:00,668.2050747
3/5/2021 4:00,641.7518623
3/5/2021 5:00,672.7084074
3/5/2021 22:00,728.5381595
3/5/2021 23:00,778.9373814
3/6/2021 0:00,553.9353581
3/6/2021 1:00,766.8642483
3/6/2021 2:00,652.2586864
3/6/2021 3:00,639.7860901
3/6/2021 4:00,585.0640339
3/6/2021 5:00,501.3967125
3/6/2021 22:00,698.2854939
3/6/2021 23:00,683.2459047
3/7/2021 0:00,599.6253522
3/7/2021 1:00,727.6171027
3/7/2021 2:00,515.5617247
3/7/2021 3:00,719.9072355
3/7/2021 4:00,660.9067919
3/7/2021 5:00,570.2963973
3/7/2021 22:00,547.4783147
3/7/2021 23:00,631.0372699
3/8/2021 0:00,721.7656339
3/8/2021 1:00,648.5939891
3/8/2021 2:00,626.7651466
3/8/2021 3:00,764.0078524
3/8/2021 4:00,799.6916818
3/8/2021 5:00,664.5688936
3/8/2021 22:00,723.7930747
3/8/2021 23:00,569.4106761
3/9/2021 0:00,592.6262995
3/9/2021 1:00,630.3443485
3/9/2021 2:00,543.4202762
3/9/2021 3:00,509.0411025
3/9/2021 4:00,601.884457
3/9/2021 5:00,574.2920295
3/9/2021 22:00,663.0465131
3/9/2021 23:00,579.9421948
3/10/2021 0:00,601.407541
3/10/2021 1:00,691.3206425
3/10/2021 2:00,534.5276997
3/10/2021 3:00,606.8869859
3/10/2021 4:00,568.0544714
3/10/2021 5:00,570.9006639
3/10/2021 22:00,666.7456187
3/10/2021 23:00,632.5306314
3/11/2021 0:00,722.4140818
3/11/2021 1:00,680.4570382
3/11/2021 2:00,585.3227072
3/11/2021 3:00,682.5073705
3/11/2021 4:00,729.8982332
3/11/2021 5:00,516.0504761
3/11/2021 22:00,707.8979313
3/11/2021 23:00,797.4392216
3/12/2021 0:00,764.158552
3/12/2021 1:00,734.9113552
3/12/2021 2:00,789.3423001
3/12/2021 3:00,524.5462308
3/12/2021 4:00,651.9135571
3/12/2021 5:00,693.1719366
3/12/2021 22:00,782.7699126
3/12/2021 23:00,602.9431119
3/13/2021 0:00,708.179464
3/13/2021 1:00,675.8475615
3/13/2021 2:00,788.7040578
3/13/2021 3:00,559.9319959
3/13/2021 4:00,656.5216331
3/13/2021 5:00,744.9550301
3/13/2021 22:00,508.8160671
3/13/2021 23:00,594.0953858
3/14/2021 0:00,777.8779322
3/14/2021 1:00,559.1832058
3/14/2021 2:00,720.4059818
3/14/2021 3:00,738.6311438
3/14/2021 4:00,748.995833
3/14/2021 5:00,529.6492829
3/14/2021 22:00,655.1977224
3/14/2021 23:00,543.1359415
3/15/2021 0:00,687.9023051
3/15/2021 1:00,665.7451949
3/15/2021 2:00,653.3725856
3/15/2021 3:00,550.4399907
3/15/2021 4:00,767.967402
3/15/2021 5:00,724.8878524
3/15/2021 22:00,572.7061896
3/15/2021 23:00,508.9657831
3/16/2021 0:00,620.6570171
3/16/2021 1:00,751.3113034
3/16/2021 2:00,639.4003468
3/16/2021 3:00,526.9056251
3/16/2021 4:00,522.9726857
3/16/2021 5:00,531.8939779
3/16/2021 22:00,628.808152
3/16/2021 23:00,532.8168874
3/17/2021 0:00,694.6969123
3/17/2021 1:00,519.7835406
