Date,H
3/1/2021 0:00,639.0994827
3/1/2021 1:00,655.8972354
3/1/2021 2:00,523.2801286
3/1/2021 3:00,621.6920762
3/1/2021 4:00,641.3444743
3/1/2021 5:00,713.0043504
3/1/2021 6:00,1087.752611
3/1/2021 7:00,1109.28818
3/1/2021 8:00,1194.863921
3/1/2021 9:00,1142.501402
3/1/2021 10:00,1109.241497
3/1/2021 11:00,1156.63191
3/1/2021 12:00,1114.134275
3/1/2021 13:00,815.6632184
3/1/2021 14:00,1283.23003
3/1/2021 15:00,921.6334847
3/1/2021 16:00,1337.060019
3/1/2021 17:00,1489.266097
3/1/2021 18:00,1448.899233
3/1/2021 19:00,1030.986737
3/1/2021 20:00,1040.558547
3/1/2021 21:00,1074.037253
3/1/2021 22:00,793.256341
3/1/2021 23:00,605.8289613
3/2/2021 0:00,773.7770674
3/2/2021 1:00,636.6580186
3/2/2021 2:00,744.7335942
3/2/2021 3:00,562.7683357
3/2/2021 4:00,581.3610133
3/2/2021 5:00,580.8946587
3/2/2021 6:00,1037.627609
3/2/2021 7:00,1056.513179
3/2/2021 8:00,1046.606173
3/2/2021 9:00,1126.207485
3/2/2021 10:00,1111.888576
3/2/2021 11:00,1136.240435
3/2/2021 12:00,1179.084996
3/2/2021 13:00,1372.461607
3/2/2021 14:00,1065.760666
3/2/2021 15:00,1358.312216
3/2/2021 16:00,1480.877821
3/2/2021 17:00,1321.823143
3/2/2021 18:00,1465.947945
3/2/2021 19:00,946.3830741
3/2/2021 20:00,914.1389223
3/2/2021 21:00,973.2371504
3/2/2021 22:00,768.0491455
3/2/2021 23:00,603.4958088
3/3/2021 0:00,504.6409692
3/3/2021 1:00,727.73271
3/3/2021 2:00,584.5767034
3/3/2021 3:00,733.2633148
3/3/2021 4:00,755.0064995
3/3/2021 5:00,625.2473794
3/3/2021 6:00,1128.907025
3/3/2021 7:00,1107.149735
3/3/2021 8:00,1021.597798
3/3/2021 9:00,1060.587143
3/3/2021 10:00,1195.355981
3/3/2021 11:00,1137.359189
3/3/2021 12:00,1111.206348
3/3/2021 13:00,873.9222693
3/3/2021 14:00,1270.647831
3/3/2021 15:00,921.1671898
3/3/2021 16:00,1431.111802
3/3/2021 17:00,1498.893157
3/3/2021 18:00,1473.65925
3/3/2021 19:00,1056.92331
3/3/2021 20:00,1035.301733
3/3/2021 21:00,946.9308084
3/3/2021 22:00,584.8209395
3/3/2021 23:00,548.2903294
3/4/2021 0:00,676.9650328
3/4/2021 1:00,530.1002636
3/4/2021 2:00,554.6093537
3/4/2021 3:00,737.6541182
3/4/2021 4:00,633.6306047
3/4/2021 5:00,588.7406455
3/4/2021 6:00,1037.783731
3/4/2021 7:00,1030.723207
3/4/2021 8:00,1010.31602
3/4/2021 9:00,1007.612733
3/4/2021 10:00,1110.255501
3/4/2021 11:00,1120.486416
3/4/2021 12:00,1189.745307
3/4/2021 13:00,1050.824585
3/4/2021 14:00,848.087342
3/4/2021 15:00,1062.188903
3/4/2021 16:00,1379.312736
3/4/2021 17:00,1459.716676
3/4/2021 18:00,1432.403002
3/4/2021 19:00,940.3688734
3/4/2021 20:00,924.7150018
3/4/2021 21:00,1044.394972
3/4/2021 22:00,724.0428254
3/4/2021 23:00,693.8401488
3/5/2021 0:00,553.3649481
3/5/2021 1:00,679.1921967
3/5/2021 2:00,602.0894508
3/5/2021 3:00,615.8728035
3/5/2021 4:00,756.2067322
3/5/2021 5:00,702.476233
3/5/2021 6:00,1160.342751
3/5/2021 7:00,1061.701361
3/5/2021 8:00,1052.045152
3/5/2021 9:00,1120.727478
3/5/2021 10:00,1159.967433
3/5/2021 11:00,1178.005956
3/5/2021 12:00,1183.143451
3/5/2021 13:00,1349.702
3/5/2021 14:00,941.713541
3/5/2021 15:00,1082.961985
3/5/2021 16:00,1406.330835
3/5/2021 17:00,1363.018088
3/5/2021 18:00,1447.295215
3/5/2021 19:00,1016.133849
3/5/2021 20:00,1097.080214
3/5/2021 21:00,957.8228105
3/5/2021 22:00,561.6258156
3/5/2021 23:00,756.5424458
3/6/2021 0:00,571.0854577
3/6/2021 1:00,569.1487853
3/6/2021 2:00,563.1596764
3/6/2021 3:00,741.139351
3/6/2021 4:00,703.1851938
3/6/2021 5:00,753.7482929
3/6/2021 6:00,1087.851104
3/6/2021 7:00,1015.191737
3/6/2021 8:00,1125.396582
3/6/2021 9:00,1057.96805
3/6/2021 10:00,1115.10226
3/6/2021 11:00,1191.469093
3/6/2021 12:00,1109.192511
3/6/2021 13:00,1129.410937
3/6/2021 14:00,808.8313924
3/6/2021 15:00,1377.56985
3/6/2021 16:00,1337.451252
3/6/2021 17:00,1497.13635
3/6/2021 18:00,1422.317703
3/6/2021 19:00,933.3712125
3/6/2021 20:00,977.5407002
3/6/2021 21:00,905.2519271
3/6/2021 22:00,571.4412775
3/6/2021 23:00,663.3945069
3/7/2021 0:00,600.8095779
3/7/2021 1:00,569.1795577
3/7/2021 2:00,748.8763741
3/7/2021 3:00,736.9358622
3/7/2021 4:00,594.1050688
3/7/2021 5:00,696.1935553
3/7/2021 6:00,1095.874754
3/7/2021 7:00,1194.300765
3/7/2021 8:00,1199.328651
3/7/2021 9:00,1046.099087
3/7/2021 10:00,1154.535545
3/7/2021 11:00,1106.739503
3/7/2021 12:00,1175.807016
3/7/2021 13:00,1307.13442
3/7/2021 14:00,1392.983128
3/7/2021 15:00,928.9665121
3/7/2021 16:00,1437.775808
3/7/2021 17:00,1322.718207
3/7/2021 18:00,1320.220073
3/7/2021 19:00,981.9862512
3/7/2021 20:00,919.311847
3/7/2021 21:00,1088.217168
3/7/2021 22:00,755.9591854
3/7/2021 23:00,653.0254792
3/8/2021 0:00,565.6570029
3/8/2021 1:00,708.5054874
3/8/2021 2:00,736.2928586
3/8/2021 3:00,711.1484184
3/8/2021 4:00,691.5104255
3/8/2021 5:00,603.9843288
3/8/2021 6:00,1093.355322
3/8/2021 7:00,1045.967783
3/8/2021 8:00,1148.037816
3/8/2021 9:00,1082.491292
3/8/2021 10:00,1143.505437
3/8/2021 11:00,1197.74384
3/8/2021 12:00,1192.46463
3/8/2021 13:00,801.4780567
3/8/2021 14:00,872.7516854
3/8/2021 15:00,1150.146387
3/8/2021 16:00,1387.37723
3/8/2021 17:00,1358.373324
3/8/2021 18:00,1315.896064
3/8/2021 19:00,1054.148846
3/8/2021 20:00,1035.836762
3/8/2021 21:00,1041.882396
3/8/2021 22:00,522.3672801
3/8/2021 23:00,775.3704348
3/9/2021 0:00,596.637959
3/9/2021 1:00,508.5744003
3/9/2021 2:00,714.8580882
3/9/2021 3:00,546.738427
3/9/2021 4:00,587.3219559
3/9/2021 5:00,566.1509078
3/9/2021 6:00,1054.303698
3/9/2021 7:00,1130.589985
3/9/2021 8:00,1128.363905
3/9/2021 9:00,1071.532014
3/9/2021 10:00,1149.798666
3/9/2021 11:00,1104.113545
3/9/2021 12:00,1163.724688
3/9/2021 13:00,860.1484108
3/9/2021 14:00,1261.525891
3/9/2021 15:00,908.484732
3/9/2021 16:00,1332.842714
3/9/2021 17:00,1347.780289
3/9/2021 18:00,1376.471562
3/9/2021 19:00,1064.505612
3/9/2021 20:00,970.6362108
3/9/2021 21:00,931.1488196
3/9/2021 22:00,691.7855744
3/9/2021 23:00,526.8674605
3/10/2021 0:00,745.4908431
3/10/2021 1:00,755.6785155
3/10/2021 2:00,574.1452367
3/10/2021 3:00,683.7000529
3/10/2021 4:00,744.7291719
3/10/2021 5:00,637.1422898
3/10/2021 6:00,1035.149976
3/10/2021 7:00,1192.618541
3/10/2021 8:00,1194.778575
3/10/2021 9:00,1132.032055
3/10/2021 10:00,1196.9529
3/10/2021 11:00,1106.658981
3/10/2021 12:00,1171.067288
3/10/2021 13:00,824.7805596
3/10/2021 14:00,825.0539547
3/10/2021 15:00,1201.775912
3/10/2021 16:00,1396.906986
3/10/2021 17:00,1301.251383
3/10/2021 18:00,1330.586678
3/10/2021 19:00,961.5291219
3/10/2021 20:00,967.656186
3/10/2021 21:00,1024.293857
3/10/2021 22:00,705.6246573
3/10/2021 23:00,747.4612304
3/11/2021 0:00,602.023953
3/11/2021 1:00,674.9224083
3/11/2021 2:00,547.6306276
3/11/2021 3:00,756.8856477
3/11/2021 4:00,608.2043924
3/11/2021 5:00,766.6021838
3/11/2021 6:00,1128.456504
3/11/2021 7:00,1017.141152
3/11/2021 8:00,1162.844361
3/11/2021 9:00,1165.273103
3/11/2021 10:00,1155.47239
3/11/2021 11:00,1172.776502
3/11/2021 12:00,1130.072985
3/11/2021 13:00,901.083662
