Date,H
6/1/2021 0:00,723.7500062
6/1/2021 1:00,568.7740921
6/1/2021 2:00,559.3205223
6/1/2021 3:00,753.6915156
6/1/2021 4:00,787.5897479
6/1/2021 5:00,614.3667124
6/1/2021 6:00,1088.999579
6/1/2021 7:00,1064.714822
6/1/2021 8:00,1016.879255
6/1/2021 9:00,1114.085227
6/1/2021 10:00,1158.822816
6/1/2021 11:00,1156.507853
6/1/2021 12:00,1187.477238
6/1/2021 13:00,1118.53257
6/1/2021 14:00,1321.113239
6/1/2021 15:00,839.1167017
6/1/2021 16:00,1483.818862
6/1/2021 17:00,1362.468186
6/1/2021 18:00,1375.791458
6/1/2021 19:00,1061.498335
6/1/2021 20:00,1017.978309
6/1/2021 21:00,947.9576532
6/1/2021 22:00,556.0313611
6/1/2021 23:00,690.1930464
6/2/2021 0:00,769.3490162
6/2/2021 1:00,603.6859154
6/2/2021 2:00,513.387529
6/2/2021 3:00,621.6799871
6/2/2021 4:00,749.6469368
6/2/2021 5:00,596.420985
6/2/2021 6:00,1172.982305
6/2/2021 7:00,1024.547444
6/2/2021 8:00,1136.77978
6/2/2021 9:00,1169.807791
6/2/2021 10:00,1135.860433
6/2/2021 11:00,1139.272826
6/2/2021 12:00,1197.870433
6/2/2021 13:00,805.1896848
6/2/2021 14:00,1300.467447
6/2/2021 15:00,1332.067902
6/2/2021 16:00,1349.61678
6/2/2021 17:00,1463.308928
6/2/2021 18:00,1493.083478
6/2/2021 19:00,924.0877109
6/2/2021 20:00,1008.44712
6/2/2021 21:00,1008.570705
6/2/2021 22:00,769.4561725
6/2/2021 23:00,792.6177342
6/3/2021 0:00,784.2362629
6/3/2021 1:00,629.9295245
6/3/2021 2:00,799.221736
6/3/2021 3:00,720.2630731
6/3/2021 4:00,690.0955058
6/3/2021 5:00,554.7706024
6/3/2021 6:00,1073.587829
6/3/2021 7:00,1196.846953
6/3/2021 8:00,1110.793041
6/3/2021 9:00,1114.629032
6/3/2021 10:00,1126.99327
6/3/2021 11:00,1139.512015
6/3/2021 12:00,1141.839179
6/3/2021 13:00,1332.096738
6/3/2021 14:00,824.0625295
6/3/2021 15:00,810.9253235
6/3/2021 16:00,1462.4855
6/3/2021 17:00,1378.416934
6/3/2021 18:00,1480.772577
6/3/2021 19:00,1074.492801
6/3/2021 20:00,1090.100097
6/3/2021 21:00,912.4868235
6/3/2021 22:00,625.2101399
6/3/2021 23:00,589.3793566
6/4/2021 0:00,773.8432933
6/4/2021 1:00,629.1322668
6/4/2021 2:00,762.0425837
6/4/2021 3:00,774.0986418
6/4/2021 4:00,725.9488452
6/4/2021 5:00,747.7938302
6/4/2021 6:00,1025.192969
6/4/2021 7:00,1143.048529
6/4/2021 8:00,1017.098065
6/4/2021 9:00,1153.660994
6/4/2021 10:00,1188.659977
6/4/2021 11:00,1130.184413
6/4/2021 12:00,1114.221413
6/4/2021 13:00,1280.484869
6/4/2021 14:00,849.3590488
6/4/2021 15:00,1033.912791
6/4/2021 16:00,1465.564765
6/4/2021 17:00,1387.554878
6/4/2021 18:00,1371.736062
6/4/2021 19:00,1019.868788
6/4/2021 20:00,1010.288485
6/4/2021 21:00,1076.807092
6/4/2021 22:00,667.9795441
6/4/2021 23:00,688.2410006
6/5/2021 0:00,655.8415515
6/5/2021 1:00,609.7913903
6/5/2021 2:00,779.5454006
6/5/2021 3:00,629.4520645
6/5/2021 4:00,748.1573124
6/5/2021 5:00,739.8033525
6/5/2021 6:00,1055.810283
6/5/2021 7:00,1069.884603
6/5/2021 8:00,1072.771068
6/5/2021 9:00,1162.147635
6/5/2021 10:00,1116.73425
6/5/2021 11:00,1101.66846
6/5/2021 12:00,1103.250162
6/5/2021 13:00,979.240834
6/5/2021 14:00,1271.620322
6/5/2021 15:00,1277.297123
6/5/2021 16:00,1338.225536
6/5/2021 17:00,1354.368831
6/5/2021 18:00,1403.945922
6/5/2021 19:00,1047.251164
6/5/2021 20:00,1063.950189
6/5/2021 21:00,1034.468792
6/5/2021 22:00,685.9472131
6/5/2021 23:00,504.5979656
6/6/2021 0:00,777.1596117
6/6/2021 1:00,767.9135144
6/6/2021 2:00,572.2669186
6/6/2021 3:00,686.3560282
6/6/2021 4:00,662.0781218
6/6/2021 5:00,616.7616875
6/6/2021 6:00,1021.718312
6/6/2021 7:00,1083.282427
6/6/2021 8:00,1167.321492
6/6/2021 9:00,1054.657372
6/6/2021 10:00,1143.527407
6/6/2021 11:00,1188.685938
6/6/2021 12:00,1140.300997
6/6/2021 13:00,1252.199369
6/6/2021 14:00,1083.489346
6/6/2021 15:00,929.0268029
6/6/2021 16:00,1337.642031
6/6/2021 17:00,1423.137192
6/6/2021 18:00,1496.662766
6/6/2021 19:00,959.8112296
6/6/2021 20:00,1088.181755
6/6/2021 21:00,932.9728101
6/6/2021 22:00,599.5285835
6/6/2021 23:00,598.0667993
6/7/2021 0:00,693.0632056
6/7/2021 1:00,563.9468711
6/7/2021 2:00,506.2322214
6/7/2021 3:00,530.5671967
6/7/2021 4:00,515.7659777
6/7/2021 5:00,791.0998215
6/7/2021 6:00,1134.696315
6/7/2021 7:00,1019.528482
6/7/2021 8:00,1041.19835
6/7/2021 9:00,1099.060456
6/7/2021 10:00,1148.114295
6/7/2021 11:00,1128.086258
6/7/2021 12:00,1179.113056
6/7/2021 13:00,1143.928379
6/7/2021 14:00,1320.035222
6/7/2021 15:00,1285.142615
6/7/2021 16:00,1482.88138
