Date,H
1/1/2021 1:00,577.9362023
1/1/2021 2:00,681.6968397
1/1/2021 3:00,570.2639557
1/1/2021 4:00,536.0774338
1/1/2021 5:00,657.0462092
1/1/2021 6:00,1141.168833
1/1/2021 7:00,1040.327399
1/1/2021 8:00,1139.561265
1/1/2021 9:00,1129.393788
1/1/2021 10:00,1181.067365
1/1/2021 11:00,1199.256412
1/1/2021 12:00,1162.85417
1/1/2021 13:00,829.26583
1/1/2021 14:00,1080.513104
1/1/2021 15:00,1207.858102
1/1/2021 16:00,1404.669174
1/1/2021 17:00,1473.203843
1/1/2021 18:00,1480.839369
1/1/2021 19:00,988.9922542
1/1/2021 20:00,1006.353039
1/1/2021 21:00,929.6081876
1/1/2021 22:00,589.271345
1/1/2021 23:00,642.330968
1/2/2021 0:00,657.1095529
1/2/2021 1:00,731.0631935
1/2/2021 2:00,758.3553165
1/2/2021 3:00,733.3175866
1/2/2021 4:00,686.2156065
1/2/2021 5:00,577.1029893
1/2/2021 6:00,1055.340952
1/2/2021 7:00,1179.184057
1/2/2021 8:00,1068.000364
1/2/2021 9:00,1181.090405
1/2/2021 10:00,1177.693154
1/2/2021 11:00,1180.888651
1/2/2021 12:00,1195.633156
1/2/2021 13:00,1038.803997
1/2/2021 14:00,923.910856
1/2/2021 15:00,1229.496391
1/2/2021 16:00,1341.586772
1/2/2021 17:00,1308.390444
1/2/2021 18:00,1403.150735
1/2/2021 19:00,1089.4828
1/2/2021 20:00,1089.60824
1/2/2021 21:00,945.9146234
1/2/2021 22:00,785.2211663
1/2/2021 23:00,672.0278865
1/3/2021 0:00,762.1305142
1/3/2021 1:00,732.7962322
1/3/2021 2:00,600.6755909
1/3/2021 3:00,621.7813241
1/3/2021 4:00,550.9244419
1/3/2021 5:00,693.8344272
1/3/2021 6:00,1159.092559
1/3/2021 7:00,1033.828358
1/3/2021 8:00,1109.558525
1/3/2021 9:00,1087.274753
1/3/2021 10:00,1152.930272
1/3/2021 11:00,1105.205943
1/3/2021 12:00,1139.361195
1/3/2021 13:00,1148.951342
1/3/2021 14:00,977.6027481
1/3/2021 15:00,1031.985735
1/3/2021 16:00,1304.380887
1/3/2021 17:00,1362.683024
1/3/2021 18:00,1493.228684
1/3/2021 19:00,969.0471116
1/3/2021 20:00,1039.15027
1/3/2021 21:00,936.7841159
1/3/2021 22:00,619.1501304
1/3/2021 23:00,645.3517394
1/4/2021 0:00,774.9635302
1/4/2021 1:00,653.8472869
1/4/2021 2:00,588.0044338
1/4/2021 3:00,733.9202441
1/4/2021 4:00,770.2570711
1/4/2021 5:00,602.3757333
1/4/2021 6:00,1117.228158
1/4/2021 7:00,1023.583559
1/4/2021 8:00,1005.222091
1/4/2021 9:00,1001.302881
1/4/2021 10:00,1158.539733
1/4/2021 11:00,1196.957242
1/4/2021 12:00,1144.274764
1/4/2021 13:00,853.35244
1/4/2021 14:00,869.9740301
1/4/2021 15:00,837.7198676
1/4/2021 16:00,1417.9532
1/4/2021 17:00,1309.299166
1/4/2021 18:00,1389.910063
1/4/2021 19:00,994.4582758
1/4/2021 20:00,1074.224167
1/4/2021 21:00,941.5303166
1/4/2021 22:00,652.0856222
1/4/2021 23:00,502.1869584
1/5/2021 0:00,796.7892527
1/5/2021 1:00,641.2924662
1/5/2021 2:00,551.7391632
1/5/2021 3:00,746.0131985
1/5/2021 4:00,522.6056933
1/5/2021 5:00,580.2145949
1/5/2021 6:00,1061.634352
1/5/2021 7:00,1103.438915
1/5/2021 8:00,1187.210431
1/5/2021 9:00,1021.219911
1/5/2021 10:00,1151.035717
1/5/2021 11:00,1165.097358
1/5/2021 12:00,1177.341381
1/5/2021 13:00,1036.665675
1/5/2021 14:00,1109.884817
1/5/2021 15:00,1232.212181
1/5/2021 16:00,1407.700504
1/5/2021 17:00,1496.674336
1/5/2021 18:00,1352.524935
1/5/2021 19:00,1002.734104
1/5/2021 20:00,963.3475738
1/5/2021 21:00,1062.832776
1/5/2021 22:00,726.9143297
1/5/2021 23:00,561.3083705
1/6/2021 0:00,508.0398933
1/6/2021 1:00,675.8979613
1/6/2021 2:00,735.4490523
1/6/2021 3:00,524.345094
1/6/2021 4:00,784.246637
1/6/2021 5:00,577.195221
1/6/2021 6:00,1000.871735
1/6/2021 7:00,1034.344117
1/6/2021 8:00,1125.83228
1/6/2021 9:00,1043.713038
1/6/2021 10:00,1122.016175
1/6/2021 11:00,1108.264703
1/6/2021 12:00,1155.864895
