Date,WD
3/1/2011 0:00,62.00463612
3/1/2011 1:00,95.76947954
3/1/2011 2:00,59.38647752
3/1/2011 3:00,73.92800168
3/1/2011 4:00,117.3541575
3/1/2011 5:00,99.57304862
3/1/2011 6:00,69.42874475
3/1/2011 7:00,63.57372139
3/1/2011 8:00,74.83904616
3/1/2011 9:00,59.82935398
3/1/2011 10:00,69.09184037
3/1/2011 11:00,65.09089187
3/1/2011 12:00,176.1518562
3/1/2011 13:00,181.9509044
3/1/2011 14:00,338.5792175
3/1/2011 15:00,348.1897224
3/1/2011 16:00,216.9411888
3/1/2011 17:00,100.5304274
3/1/2011 18:00,332.7675467
3/1/2011 19:00,114.5100986
3/1/2011 20:00,54.13009232
3/1/2011 21:00,246.2195624
3/1/2011 22:00,106.7546608
3/1/2011 23:00,115.5161338
3/2/2011 0:00,75.40169008
3/2/2011 1:00,98.23875547
3/2/2011 2:00,55.74990115
3/2/2011 3:00,94.89504699
3/2/2011 4:00,83.08578136
3/2/2011 5:00,105.304905
3/2/2011 6:00,71.29215141
3/2/2011 7:00,74.65670633
3/2/2011 8:00,54.92286429
3/2/2011 9:00,75.65671509
3/2/2011 10:00,279.4602862
3/2/2011 11:00,103.2460511
3/2/2011 12:00,60.63244802
3/2/2011 13:00,91.43426168
3/2/2011 14:00,318.0167244
3/2/2011 15:00,102.9056164
3/2/2011 16:00,172.8347726
3/2/2011 17:00,146.3711
3/2/2011 18:00,273.039814
3/2/2011 19:00,56.46906822
3/2/2011 20:00,260.4849615
3/2/2011 21:00,211.056022
3/2/2011 22:00,116.3613069
3/2/2011 23:00,89.79545428
3/3/2011 0:00,98.12874334
3/3/2011 1:00,68.75746334
3/3/2011 2:00,57.4250459
3/3/2011 3:00,76.95767175
3/3/2011 4:00,51.63939241
3/3/2011 5:00,113.5663652
3/3/2011 6:00,57.64121382
3/3/2011 7:00,23.09122412
3/3/2011 8:00,39.58381983
3/3/2011 9:00,32.42498523
3/3/2011 10:00,116.7507761
3/3/2011 11:00,128.8620491
3/3/2011 12:00,250.1800487
3/3/2011 13:00,112.4520624
3/3/2011 14:00,356.7187486
3/3/2011 15:00,202.0621262
3/3/2011 16:00,198.1147857
3/3/2011 17:00,115.543607
3/3/2011 18:00,311.6605566
3/3/2011 19:00,166.610953
3/3/2011 20:00,14.66891702
3/3/2011 21:00,28.24285026
3/3/2011 22:00,88.41733757
3/3/2011 23:00,63.31076643
3/4/2011 0:00,89.52384631
3/4/2011 1:00,90.90522131
3/4/2011 2:00,73.04604298
3/4/2011 3:00,54.31104778
3/4/2011 4:00,101.3062418
3/4/2011 5:00,114.3783502
3/4/2011 6:00,78.25860312
3/4/2011 7:00,33.66361537
3/4/2011 8:00,75.84383183
3/4/2011 9:00,41.6930671
3/4/2011 10:00,144.1847211
3/4/2011 11:00,73.82778999
3/4/2011 12:00,77.15658352
3/4/2011 13:00,269.4408168
3/4/2011 14:00,217.9061724
3/4/2011 15:00,258.5769771
3/4/2011 16:00,124.5084297
3/4/2011 17:00,359.2384929
3/4/2011 18:00,255.1193989
3/4/2011 19:00,334.7291426
3/4/2011 20:00,295.5643994
3/4/2011 21:00,302.2589692
3/4/2011 22:00,94.80134539
3/4/2011 23:00,71.62233549
3/5/2011 0:00,63.84261289
3/5/2011 1:00,95.88407947
3/5/2011 2:00,113.0601649
3/5/2011 3:00,69.48692812
3/5/2011 4:00,84.72973548
3/5/2011 5:00,103.9907919
3/5/2011 6:00,28.40518477
3/5/2011 7:00,35.24501118
3/5/2011 8:00,41.59233706
3/5/2011 9:00,47.04710984
3/5/2011 10:00,231.9454499
3/5/2011 11:00,159.9582632
3/5/2011 12:00,241.9667471
3/5/2011 13:00,277.5161327
3/5/2011 14:00,129.1835345
3/5/2011 15:00,332.4221209
3/5/2011 16:00,260.126551
3/5/2011 17:00,348.4485512
3/5/2011 18:00,213.8873802
3/5/2011 19:00,9.269130122
3/5/2011 20:00,209.7844871
3/5/2011 21:00,252.675462
3/5/2011 22:00,52.86672822
3/5/2011 23:00,50.2212585
3/6/2011 0:00,95.47214463
3/6/2011 1:00,66.29380293
3/6/2011 2:00,103.7521756
3/6/2011 3:00,61.81210776
3/6/2011 4:00,107.2362586
3/6/2011 5:00,63.27693569
3/6/2011 6:00,65.46131843
3/6/2011 7:00,39.37134231
3/6/2011 8:00,52.6659379
3/6/2011 9:00,74.79401109
3/6/2011 10:00,169.200619
3/6/2011 11:00,140.7646195
3/6/2011 12:00,315.2397218
3/6/2011 13:00,193.8752115
3/6/2011 14:00,316.7896002
3/6/2011 15:00,167.3544347
3/6/2011 16:00,96.73854836
3/6/2011 17:00,150.1570017
3/6/2011 18:00,143.0343888
3/6/2011 19:00,210.5207273
3/6/2011 20:00,295.5750886
3/6/2011 21:00,143.2870463
3/6/2011 22:00,66.90899965
3/6/2011 23:00,83.14504252
3/7/2011 0:00,103.1632783
3/7/2011 1:00,118.4110757
3/7/2011 2:00,83.79179296
3/7/2011 3:00,74.03179717
3/7/2011 4:00,56.42748917
3/7/2011 5:00,113.5060733
3/7/2011 6:00,72.20279684
3/7/2011 7:00,21.4615839
3/7/2011 8:00,78.81223668
3/7/2011 9:00,48.66053303
3/7/2011 10:00,147.7571053
3/7/2011 11:00,152.8168895
3/7/2011 12:00,198.824502
3/7/2011 13:00,126.1927764
3/7/2011 14:00,311.9336623
3/7/2011 15:00,337.9446593
3/7/2011 16:00,275.8270213
3/7/2011 17:00,154.5983895
3/7/2011 18:00,168.2242498
3/7/2011 19:00,179.9231597
3/7/2011 20:00,207.1984075
3/7/2011 21:00,69.66474161
3/7/2011 22:00,54.38752652
3/7/2011 23:00,62.32035671
3/8/2011 0:00,93.06034513
3/8/2011 1:00,72.28730216
3/8/2011 2:00,57.15017492
3/8/2011 3:00,56.06832092
3/8/2011 4:00,111.3199751
3/8/2011 5:00,65.75899077
3/8/2011 6:00,47.48997952
3/8/2011 7:00,45.1246901
3/8/2011 8:00,40.39857294
3/8/2011 9:00,46.76177706
3/8/2011 10:00,148.5608652
3/8/2011 11:00,88.82291858
3/8/2011 12:00,125.9920442
3/8/2011 13:00,209.0080826
3/8/2011 14:00,257.3251349
3/8/2011 15:00,340.9891645
3/8/2011 16:00,339.1148419
3/8/2011 17:00,238.5418173
3/8/2011 18:00,248.6799318
3/8/2011 19:00,6.398789757
3/8/2011 20:00,231.888427
3/8/2011 21:00,105.5540502
3/8/2011 22:00,112.9483977
3/8/2011 23:00,73.14252339
3/9/2011 0:00,93.84458282
3/9/2011 1:00,104.1620759
3/9/2011 2:00,65.28488533
3/9/2011 3:00,89.74369519
3/9/2011 4:00,85.95984559
3/9/2011 5:00,82.32989087
3/9/2011 6:00,54.45401362
3/9/2011 7:00,41.42459101
3/9/2011 8:00,53.02561838
3/9/2011 9:00,49.73475801
