Date,WD
3/1/2019 0:00,75.33442001
3/1/2019 1:00,99.8702742
3/1/2019 2:00,64.74697755
3/1/2019 3:00,95.84708748
3/1/2019 4:00,65.80275009
3/1/2019 5:00,115.9933939
3/1/2019 6:00,40.84957734
3/1/2019 7:00,38.80645145
3/1/2019 8:00,64.45587457
3/1/2019 9:00,71.02136173
3/1/2019 10:00,186.5982286
3/1/2019 11:00,68.8226115
3/1/2019 12:00,171.7987455
3/1/2019 13:00,346.0932936
3/1/2019 14:00,229.4952142
3/1/2019 15:00,94.10392833
3/1/2019 16:00,266.1519876
3/1/2019 17:00,341.3257421
3/1/2019 18:00,303.9312465
3/1/2019 19:00,114.9113489
3/1/2019 20:00,150.5112784
3/1/2019 21:00,72.01887171
3/1/2019 22:00,96.39928101
3/1/2019 23:00,81.86302144
3/2/2019 0:00,69.32217346
3/2/2019 1:00,66.82161637
3/2/2019 2:00,66.62703616
3/2/2019 3:00,50.54486027
3/2/2019 4:00,77.2675842
3/2/2019 5:00,52.76287758
3/2/2019 6:00,58.69910943
3/2/2019 7:00,54.24246842
3/2/2019 8:00,30.60077524
3/2/2019 9:00,23.85498745
3/2/2019 10:00,122.2873808
3/2/2019 11:00,223.9735359
3/2/2019 12:00,108.5741464
3/2/2019 13:00,118.8156781
3/2/2019 14:00,273.7138358
3/2/2019 15:00,221.1692258
3/2/2019 16:00,131.7205109
3/2/2019 17:00,358.791523
3/2/2019 18:00,270.8098118
3/2/2019 19:00,94.18178714
3/2/2019 20:00,111.6940872
3/2/2019 21:00,268.2006593
3/2/2019 22:00,66.45967424
3/2/2019 23:00,75.29608133
3/3/2019 0:00,82.47684494
3/3/2019 1:00,79.29643378
3/3/2019 2:00,119.881103
3/3/2019 3:00,51.67074366
3/3/2019 4:00,54.17060835
3/3/2019 5:00,113.6436416
3/3/2019 6:00,54.3943236
3/3/2019 7:00,33.367625
3/3/2019 8:00,58.50833474
3/3/2019 9:00,25.47103685
3/3/2019 10:00,155.7523523
3/3/2019 11:00,192.7002733
3/3/2019 12:00,221.1066849
3/3/2019 13:00,336.6139397
3/3/2019 14:00,215.5944621
3/3/2019 15:00,123.3249168
3/3/2019 16:00,300.0755665
3/3/2019 17:00,256.852742
3/3/2019 18:00,174.5065525
3/3/2019 19:00,244.8773986
3/3/2019 20:00,241.7853311
3/3/2019 21:00,205.5992561
3/3/2019 22:00,86.01588723
3/3/2019 23:00,96.66510778
3/4/2019 0:00,50.02209561
3/4/2019 1:00,100.4565242
3/4/2019 2:00,95.95002075
3/4/2019 3:00,71.09551243
3/4/2019 4:00,59.43397799
3/4/2019 5:00,86.91646651
3/4/2019 6:00,65.12082436
3/4/2019 7:00,43.70474713
3/4/2019 8:00,71.74848291
3/4/2019 9:00,29.44785618
3/4/2019 10:00,227.9678673
3/4/2019 11:00,295.8687353
3/4/2019 12:00,215.4957731
3/4/2019 13:00,176.3665481
3/4/2019 14:00,106.8441425
3/4/2019 15:00,353.9097947
3/4/2019 16:00,292.3079224
3/4/2019 17:00,356.3400135
3/4/2019 18:00,132.2117827
3/4/2019 19:00,83.13288411
3/4/2019 20:00,101.6588227
3/4/2019 21:00,151.8810909
3/4/2019 22:00,62.57822157
3/4/2019 23:00,55.42865204
3/5/2019 0:00,98.31746039
3/5/2019 1:00,112.1156806
3/5/2019 2:00,57.04711996
3/5/2019 3:00,56.69959627
3/5/2019 4:00,93.84960357
3/5/2019 5:00,109.6971883
