Date,WD
6/1/2012 0:00,105.7612667
6/1/2012 1:00,89.60944977
6/1/2012 2:00,58.71597562
6/1/2012 3:00,51.88838461
6/1/2012 4:00,92.63733592
6/1/2012 5:00,65.88729084
6/1/2012 6:00,65.70902142
6/1/2012 7:00,29.57207566
6/1/2012 8:00,34.43729877
6/1/2012 9:00,30.9535255
6/1/2012 10:00,134.6042578
6/1/2012 11:00,57.4338588
6/1/2012 12:00,67.4562585
6/1/2012 13:00,151.7927805
6/1/2012 14:00,131.3233176
6/1/2012 15:00,344.4648074
6/1/2012 16:00,243.1142162
6/1/2012 17:00,272.6669115
6/1/2012 18:00,236.0537346
6/1/2012 19:00,87.0601219
6/1/2012 20:00,217.4042938
6/1/2012 21:00,0.424720675
6/1/2012 22:00,84.27312326
6/1/2012 23:00,95.17467449
6/2/2012 0:00,50.6998326
6/2/2012 1:00,118.358701
6/2/2012 2:00,85.23365333
6/2/2012 3:00,102.5437752
6/2/2012 4:00,59.08344075
6/2/2012 5:00,93.77011736
6/2/2012 6:00,71.42341748
6/2/2012 7:00,60.45955812
6/2/2012 8:00,75.01880212
6/2/2012 9:00,49.14078998
6/2/2012 10:00,224.5192288
6/2/2012 11:00,202.2386963
6/2/2012 12:00,124.9073815
6/2/2012 13:00,117.5331421
6/2/2012 14:00,244.5902255
6/2/2012 15:00,133.5188659
6/2/2012 16:00,188.0568439
6/2/2012 17:00,264.9126864
6/2/2012 18:00,99.84635059
6/2/2012 19:00,65.90805938
6/2/2012 20:00,357.4233567
6/2/2012 21:00,337.3482156
6/2/2012 22:00,96.70903227
6/2/2012 23:00,82.06135158
6/3/2012 0:00,97.86795801
6/3/2012 1:00,58.54491134
6/3/2012 2:00,96.87160218
6/3/2012 3:00,92.31172979
6/3/2012 4:00,106.7280175
6/3/2012 5:00,73.96687774
6/3/2012 6:00,71.15661568
6/3/2012 7:00,58.52290378
6/3/2012 8:00,52.81697791
6/3/2012 9:00,58.97200223
6/3/2012 10:00,263.6154785
6/3/2012 11:00,254.7467157
6/3/2012 12:00,183.5250186
6/3/2012 13:00,155.66751
6/3/2012 14:00,313.3539494
6/3/2012 15:00,106.5320535
6/3/2012 16:00,94.62809701
6/3/2012 17:00,319.8023008
6/3/2012 18:00,301.2710649
6/3/2012 19:00,270.2439176
6/3/2012 20:00,283.7085209
6/3/2012 21:00,209.44216
6/3/2012 22:00,106.959077
6/3/2012 23:00,61.15624847
6/4/2012 0:00,71.02341883
6/4/2012 1:00,89.2255885
6/4/2012 2:00,69.74780655
6/4/2012 3:00,89.0547884
6/4/2012 4:00,97.50444413
6/4/2012 5:00,75.74772725
6/4/2012 6:00,62.2886229
6/4/2012 7:00,72.14176813
6/4/2012 8:00,57.26984237
6/4/2012 9:00,26.01816054
6/4/2012 10:00,314.6554397
6/4/2012 11:00,304.8303223
6/4/2012 12:00,88.88212229
6/4/2012 13:00,290.8676448
6/4/2012 14:00,191.731841
6/4/2012 15:00,281.227515
6/4/2012 16:00,200.0014218
6/4/2012 17:00,199.9570769
6/4/2012 18:00,235.062325
6/4/2012 19:00,291.21697
6/4/2012 20:00,311.090449
6/4/2012 21:00,32.82074922
6/4/2012 22:00,95.88478383
6/4/2012 23:00,82.06626982
6/5/2012 0:00,95.38373949
6/5/2012 1:00,62.58822765
6/5/2012 2:00,91.84777708
6/5/2012 3:00,68.51409531
6/5/2012 4:00,113.4797308
6/5/2012 5:00,85.16444657
6/5/2012 6:00,33.18230644
6/5/2012 7:00,29.61653494
6/5/2012 8:00,33.4371872
6/5/2012 9:00,45.85706144
6/5/2012 10:00,92.55004434
6/5/2012 11:00,191.0969584
6/5/2012 12:00,76.43424464
6/5/2012 13:00,98.46075388
6/5/2012 14:00,332.1211406
6/5/2012 15:00,131.6772084
6/5/2012 16:00,286.5948167
6/5/2012 17:00,124.9990833
6/5/2012 18:00,186.024104
6/5/2012 19:00,301.8432342
6/5/2012 20:00,238.1638662
6/5/2012 21:00,96.90501944
6/5/2012 22:00,74.94877286
6/5/2012 23:00,65.61756514
6/6/2012 0:00,71.91411553
6/6/2012 1:00,91.53879751
6/6/2012 2:00,87.78540064
6/6/2012 3:00,61.55168757
6/6/2012 4:00,53.82459132
6/6/2012 5:00,68.42351346
6/6/2012 6:00,57.06018938
6/6/2012 7:00,23.64321802
6/6/2012 8:00,57.08159642
6/6/2012 9:00,63.06944313
6/6/2012 10:00,57.14061885
6/6/2012 11:00,241.9495769
6/6/2012 12:00,276.5708256
6/6/2012 13:00,110.2461855
6/6/2012 14:00,245.8256187
6/6/2012 15:00,96.1708128
6/6/2012 16:00,224.9728664
6/6/2012 17:00,104.4664482
6/6/2012 18:00,320.8157496
6/6/2012 19:00,340.8487916
6/6/2012 20:00,95.43602078
6/6/2012 21:00,116.6359297
6/6/2012 22:00,106.8839036
6/6/2012 23:00,79.31156109
6/7/2012 0:00,62.89972335
6/7/2012 1:00,77.84437711
6/7/2012 2:00,69.7986487
6/7/2012 3:00,94.63847012
6/7/2012 4:00,85.79873915
6/7/2012 5:00,64.44216328
6/7/2012 6:00,60.59630238
6/7/2012 7:00,63.07032937
6/7/2012 8:00,26.67556808
6/7/2012 9:00,32.39216075
6/7/2012 10:00,113.1575672
6/7/2012 11:00,111.2648543
6/7/2012 12:00,247.9215845
6/7/2012 13:00,287.0457121
6/7/2012 14:00,137.3340788
6/7/2012 15:00,259.3400626
6/7/2012 16:00,205.743025
6/7/2012 17:00,229.4357384
6/7/2012 18:00,253.9419621
6/7/2012 19:00,300.9530902
6/7/2012 20:00,5.494122991
6/7/2012 21:00,151.8869345
6/7/2012 22:00,91.01105313
6/7/2012 23:00,74.98268243
6/8/2012 0:00,50.53162062
6/8/2012 1:00,113.7496972
6/8/2012 2:00,87.34763408
6/8/2012 3:00,57.68743359
6/8/2012 4:00,87.76230235
6/8/2012 5:00,112.6428907
6/8/2012 6:00,30.19199482
6/8/2012 7:00,74.50505743
6/8/2012 8:00,78.70064775
6/8/2012 9:00,71.25008241
6/8/2012 10:00,63.10766921
6/8/2012 11:00,248.5731439
6/8/2012 12:00,144.4257285
6/8/2012 13:00,254.8884734
6/8/2012 14:00,300.2916214
6/8/2012 15:00,163.5012959
6/8/2012 16:00,120.2031422
6/8/2012 17:00,90.25201327
6/8/2012 18:00,345.1806122
6/8/2012 19:00,269.7446955
6/8/2012 20:00,258.6388838
6/8/2012 21:00,222.2969392
6/8/2012 22:00,93.1004022
6/8/2012 23:00,53.30407453
6/9/2012 0:00,114.0502375
6/9/2012 1:00,95.22772188
6/9/2012 2:00,114.1620861
6/9/2012 3:00,91.5759595
6/9/2012 4:00,79.10562136
6/9/2012 5:00,70.18164056
6/9/2012 6:00,22.94214763
6/9/2012 7:00,56.44491511
6/9/2012 8:00,20.32593201
6/9/2012 9:00,29.7173691
6/9/2012 10:00,50.38508554
6/9/2012 11:00,116.1909586
6/9/2012 12:00,285.0334246
6/9/2012 13:00,153.0717107
6/9/2012 14:00,208.6030957
6/9/2012 15:00,170.1189169
6/9/2012 16:00,300.8438467
6/9/2012 17:00,224.9242856
6/9/2012 18:00,284.2719023
6/9/2012 19:00,311.9930964
6/9/2012 20:00,270.586407
6/9/2012 21:00,28.69464235
6/9/2012 22:00,77.26613146
6/9/2012 23:00,86.31423061
6/10/2012 0:00,119.5762149
6/10/2012 1:00,88.06617985
6/10/2012 2:00,118.6632571
6/10/2012 3:00,96.98029351
6/10/2012 4:00,61.33614204
6/10/2012 5:00,92.76712926
6/10/2012 6:00,74.71565858
6/10/2012 7:00,79.77295441
6/10/2012 8:00,37.09904627
6/10/2012 9:00,24.99636177
6/10/2012 10:00,308.8166211
6/10/2012 11:00,77.410456
6/10/2012 12:00,191.1053353
6/10/2012 13:00,128.7005317
6/10/2012 14:00,291.320915
6/10/2012 15:00,223.5116931
6/10/2012 16:00,135.3426825
6/10/2012 17:00,115.8427202
6/10/2012 18:00,300.0161662
6/10/2012 19:00,255.6570365
6/10/2012 20:00,345.2328441
6/10/2012 21:00,76.90136011
6/10/2012 22:00,54.35371943
6/10/2012 23:00,110.1843834
6/11/2012 0:00,94.38447731
6/11/2012 1:00,66.90940547
6/11/2012 2:00,110.6069118
6/11/2012 3:00,109.9671104
6/11/2012 4:00,75.77099839
6/11/2012 5:00,71.4803273
6/11/2012 6:00,20.07315843
6/11/2012 7:00,56.45727152
6/11/2012 8:00,77.14654916
6/11/2012 9:00,43.41981228
6/11/2012 10:00,308.9506148
6/11/2012 11:00,303.3033476
6/11/2012 12:00,293.0331384
6/11/2012 13:00,146.3898629
6/11/2012 14:00,231.9173073
6/11/2012 15:00,92.01110689
6/11/2012 16:00,167.2547925
6/11/2012 17:00,157.0554332
6/11/2012 18:00,162.7978508
6/11/2012 19:00,297.5745169
6/11/2012 20:00,215.7739085
6/11/2012 21:00,103.3136967
6/11/2012 22:00,96.14811515
6/11/2012 23:00,98.7768182
6/12/2012 0:00,93.32841522
6/12/2012 1:00,64.9091987
6/12/2012 2:00,86.01790776
6/12/2012 3:00,119.1962109
6/12/2012 4:00,97.91528615
6/12/2012 5:00,53.0694739
6/12/2012 6:00,29.5125844
6/12/2012 7:00,24.88710798
6/12/2012 8:00,71.09116682
6/12/2012 9:00,26.39601931
