Date,WD
1/1/2020 1:00,109.4024621
1/1/2020 2:00,91.96825946
1/1/2020 3:00,101.1028921
1/1/2020 4:00,107.8833037
1/1/2020 5:00,103.0158979
1/1/2020 6:00,158.5927457
1/1/2020 7:00,130.2910094
1/1/2020 8:00,144.3042641
1/1/2020 9:00,155.7917141
1/1/2020 10:00,263.6072664
1/1/2020 11:00,200.5680324
1/1/2020 12:00,226.5323848
1/1/2020 13:00,268.6837901
1/1/2020 14:00,207.4354163
1/1/2020 15:00,252.9942843
1/1/2020 16:00,331.8635314
1/1/2020 17:00,269.1981128
1/1/2020 18:00,210.5979577
1/1/2020 19:00,185.2225034
1/1/2020 20:00,203.0820974
1/1/2020 21:00,109.4659014
1/1/2020 22:00,104.8711703
1/1/2020 23:00,108.5814681
1/2/2020 0:00,90.81861364
1/2/2020 1:00,119.8404932
1/2/2020 2:00,99.05932897
1/2/2020 3:00,104.7504941
1/2/2020 4:00,91.58489828
1/2/2020 5:00,90.80116363
1/2/2020 6:00,143.7348934
1/2/2020 7:00,146.6950747
1/2/2020 8:00,141.7512341
1/2/2020 9:00,136.5817322
1/2/2020 10:00,290.3833936
1/2/2020 11:00,224.6106405
1/2/2020 12:00,210.8629551
1/2/2020 13:00,238.9267451
1/2/2020 14:00,218.6833309
1/2/2020 15:00,276.7443417
1/2/2020 16:00,318.6208818
1/2/2020 17:00,318.2207474
1/2/2020 18:00,305.2157125
1/2/2020 19:00,318.1384016
1/2/2020 20:00,78.80285861
1/2/2020 21:00,200.8758563
1/2/2020 22:00,117.0740249
1/2/2020 23:00,108.9993392
1/3/2020 0:00,118.6558671
1/3/2020 1:00,95.31501703
1/3/2020 2:00,118.4796795
1/3/2020 3:00,93.20807381
1/3/2020 4:00,106.1995724
1/3/2020 5:00,93.03641758
1/3/2020 6:00,139.0961189
1/3/2020 7:00,129.1459576
1/3/2020 8:00,131.1715804
1/3/2020 9:00,151.646029
1/3/2020 10:00,261.8482729
1/3/2020 11:00,297.2198257
1/3/2020 12:00,273.8623204
1/3/2020 13:00,212.3998492
1/3/2020 14:00,207.0797531
1/3/2020 15:00,223.5058269
1/3/2020 16:00,326.8024432
1/3/2020 17:00,254.9398945
1/3/2020 18:00,286.4374677
1/3/2020 19:00,140.350142
1/3/2020 20:00,129.4919312
1/3/2020 21:00,306.322839
1/3/2020 22:00,98.3014801
1/3/2020 23:00,119.9560388
1/4/2020 0:00,115.9451426
1/4/2020 1:00,98.23091884
1/4/2020 2:00,98.23282993
1/4/2020 3:00,117.589431
1/4/2020 4:00,109.0579559
1/4/2020 5:00,98.11286078
1/4/2020 6:00,151.5404706
1/4/2020 7:00,131.8354079
1/4/2020 8:00,147.8370917
1/4/2020 9:00,155.8812259
1/4/2020 10:00,241.4864221
1/4/2020 11:00,238.1723901
1/4/2020 12:00,231.3289696
1/4/2020 13:00,241.595571
1/4/2020 14:00,284.2137618
1/4/2020 15:00,237.9687548
1/4/2020 16:00,351.6977526
1/4/2020 17:00,203.035501
1/4/2020 18:00,315.32558
1/4/2020 19:00,313.5555595
1/4/2020 20:00,1.412022497
1/4/2020 21:00,20.64366879
1/4/2020 22:00,99.09430842
1/4/2020 23:00,117.7245338
1/5/2020 0:00,97.47620038
1/5/2020 1:00,110.6503556
1/5/2020 2:00,90.00954763
1/5/2020 3:00,108.6533127
1/5/2020 4:00,105.9766437
1/5/2020 5:00,91.33028029
1/5/2020 6:00,124.456565
1/5/2020 7:00,146.5896381
1/5/2020 8:00,157.8629358
1/5/2020 9:00,149.5571937
1/5/2020 10:00,257.5485164
1/5/2020 11:00,283.2991053
1/5/2020 12:00,237.9319711
1/5/2020 13:00,225.7997386
1/5/2020 14:00,211.6380149
1/5/2020 15:00,273.7767184
1/5/2020 16:00,206.0202967
1/5/2020 17:00,249.7966948
1/5/2020 18:00,296.4573898
1/5/2020 19:00,192.3127221
1/5/2020 20:00,64.36075105
1/5/2020 21:00,98.84325267
1/5/2020 22:00,106.1043508
1/5/2020 23:00,100.6166334
1/6/2020 0:00,100.7476135
1/6/2020 1:00,105.1964238
1/6/2020 2:00,103.482739
1/6/2020 3:00,112.2784614
1/6/2020 4:00,108.4867735
1/6/2020 5:00,104.4721289
1/6/2020 6:00,121.1116895
1/6/2020 7:00,138.0791633
1/6/2020 8:00,158.1984008
1/6/2020 9:00,126.0944215
1/6/2020 10:00,290.2081086
1/6/2020 11:00,267.106248
1/6/2020 12:00,219.5762589
1/6/2020 13:00,261.398505
1/6/2020 14:00,210.9344851
1/6/2020 15:00,296.3932607
1/6/2020 16:00,235.3573063
1/6/2020 17:00,337.467447
1/6/2020 18:00,281.4315984
1/6/2020 19:00,128.2857869
1/6/2020 20:00,352.0836258
1/6/2020 21:00,99.57936745
1/6/2020 22:00,111.7688568
1/6/2020 23:00,104.2840641
1/7/2020 0:00,91.85870454
1/7/2020 1:00,110.6175458
1/7/2020 2:00,92.06552159
1/7/2020 3:00,96.5451992
1/7/2020 4:00,110.0751923
1/7/2020 5:00,94.16594307
1/7/2020 6:00,130.2280416
1/7/2020 7:00,122.5717757
1/7/2020 8:00,136.9965599
1/7/2020 9:00,159.0139479
1/7/2020 10:00,299.5841621
1/7/2020 11:00,227.3778625
1/7/2020 12:00,200.7870093
1/7/2020 13:00,253.946715
1/7/2020 14:00,261.7732077
1/7/2020 15:00,220.77344
1/7/2020 16:00,243.083415
1/7/2020 17:00,270.0193618
1/7/2020 18:00,212.0041491
1/7/2020 19:00,309.0942904
1/7/2020 20:00,34.48577243
1/7/2020 21:00,74.19471718
1/7/2020 22:00,107.2625991
1/7/2020 23:00,112.5749604
1/8/2020 0:00,115.8125403
1/8/2020 1:00,103.2787392
1/8/2020 2:00,101.7329882
1/8/2020 3:00,118.9860545
1/8/2020 4:00,118.0892369
1/8/2020 5:00,119.2902879
1/8/2020 6:00,152.7756875
1/8/2020 7:00,138.233279
1/8/2020 8:00,128.6335391
1/8/2020 9:00,134.314067
1/8/2020 10:00,215.4874296
1/8/2020 11:00,247.3370965
1/8/2020 12:00,286.2859966
1/8/2020 13:00,252.7251287
1/8/2020 14:00,260.4925056
