Date,WS
3/1/2021 0:00,15.7869
3/1/2021 1:00,7.689
3/1/2021 2:00,7.689
3/1/2021 3:00,4.4364
3/1/2021 4:00,4.4364
3/1/2021 5:00,4.4364
3/1/2021 6:00,5.44
3/1/2021 7:00,5.44
3/1/2021 8:00,12.4377
3/1/2021 9:00,7.246
3/1/2021 10:00,7.157679489
3/1/2021 11:00,8.127916508
3/1/2021 12:00,9.28847564
3/1/2021 13:00,5.54679
3/1/2021 14:00,5.54679
3/1/2021 15:00,11.2179
3/1/2021 16:00,4.5436
3/1/2021 17:00,11.45
3/1/2021 18:00,4.5436
3/1/2021 19:00,8.954667304
3/1/2021 20:00,2.680088521
3/1/2021 21:00,7.92374388
3/1/2021 22:00,4.4364
3/1/2021 23:00,4.4364
3/2/2021 0:00,4.4364
3/2/2021 1:00,4.4364
3/2/2021 2:00,4.4364
3/2/2021 3:00,4.4364
3/2/2021 4:00,7.689
3/2/2021 5:00,4.4364
3/2/2021 6:00,12.4377
3/2/2021 7:00,5.44
3/2/2021 8:00,5.44
3/2/2021 9:00,5.44
3/2/2021 10:00,2.713282001
3/2/2021 11:00,4.204521656
3/2/2021 12:00,5.411653407
3/2/2021 13:00,5.54679
3/2/2021 14:00,5.54679
3/2/2021 15:00,5.54679
3/2/2021 16:00,11.45
3/2/2021 17:00,4.5436
3/2/2021 18:00,7.56
3/2/2021 19:00,3.432219401
3/2/2021 20:00,3.841963102
3/2/2021 21:00,8.667142625
3/2/2021 22:00,7.689
3/2/2021 23:00,4.4364
3/3/2021 0:00,4.4364
3/3/2021 1:00,4.4364
3/3/2021 2:00,4.4364
3/3/2021 3:00,4.4364
3/3/2021 4:00,15.7869
3/3/2021 5:00,7.689
3/3/2021 6:00,12.4377
3/3/2021 7:00,5.44
3/3/2021 8:00,5.44
3/3/2021 9:00,5.44
3/3/2021 10:00,5.326357838
3/3/2021 11:00,8.144539595
3/3/2021 12:00,9.215928093
3/3/2021 13:00,5.54679
3/3/2021 14:00,5.54679
3/3/2021 15:00,8.347
3/3/2021 16:00,4.5436
3/3/2021 17:00,4.5436
3/3/2021 18:00,4.5436
3/3/2021 19:00,3.548409927
3/3/2021 20:00,3.134000236
3/3/2021 21:00,10.37179761
3/3/2021 22:00,15.7869
3/3/2021 23:00,4.4364
3/4/2021 0:00,7.689
3/4/2021 1:00,7.689
3/4/2021 2:00,15.7869
3/4/2021 3:00,4.4364
3/4/2021 4:00,15.7869
3/4/2021 5:00,4.4364
3/4/2021 6:00,12.4377
3/4/2021 7:00,12.4377
3/4/2021 8:00,12.4377
3/4/2021 9:00,5.44
3/4/2021 10:00,8.747508286
