Date,WS
6/1/2011 0:00,0.426751
6/1/2011 1:00,0.483047518
6/1/2011 2:00,0.339416167
6/1/2011 3:00,0.364930938
6/1/2011 4:00,0.395628266
6/1/2011 5:00,0.384109532
6/1/2011 6:00,0.60938093
6/1/2011 7:00,0.59168345
6/1/2011 8:00,0.464889538
6/1/2011 9:00,0.666651755
6/1/2011 10:00,0.890192979
6/1/2011 11:00,1.205716882
6/1/2011 12:00,1.662912433
6/1/2011 13:00,4.838161319
6/1/2011 14:00,5.069884048
6/1/2011 15:00,3.895302232
6/1/2011 16:00,5.429866249
6/1/2011 17:00,5.896384636
6/1/2011 18:00,4.656077783
6/1/2011 19:00,5.811444575
6/1/2011 20:00,6.707893782
6/1/2011 21:00,6.669389863
6/1/2011 22:00,0.365016226
6/1/2011 23:00,0.398497853
6/2/2011 0:00,0.341622481
6/2/2011 1:00,0.435602191
6/2/2011 2:00,0.27930169
6/2/2011 3:00,0.286457915
6/2/2011 4:00,0.321205847
6/2/2011 5:00,0.258356949
6/2/2011 6:00,0.593345799
6/2/2011 7:00,0.480325944
6/2/2011 8:00,0.567625451
6/2/2011 9:00,0.484694047
6/2/2011 10:00,1.686754273
6/2/2011 11:00,1.194097608
6/2/2011 12:00,1.493137262
6/2/2011 13:00,4.342681866
6/2/2011 14:00,4.599448259
6/2/2011 15:00,3.760699786
6/2/2011 16:00,6.019354867
6/2/2011 17:00,4.55113859
6/2/2011 18:00,5.330850296
6/2/2011 19:00,6.519257517
6/2/2011 20:00,5.722942548
6/2/2011 21:00,6.864053501
6/2/2011 22:00,0.312317169
6/2/2011 23:00,0.216875946
6/3/2011 0:00,0.419690829
6/3/2011 1:00,0.261175793
6/3/2011 2:00,0.297190564
6/3/2011 3:00,0.484137299
6/3/2011 4:00,0.472638067
6/3/2011 5:00,0.412707501
6/3/2011 6:00,0.539296169
6/3/2011 7:00,0.664451396
6/3/2011 8:00,0.406091114
6/3/2011 9:00,0.72491926
6/3/2011 10:00,1.570647501
6/3/2011 11:00,0.940876787
6/3/2011 12:00,1.491391739
6/3/2011 13:00,3.105551869
6/3/2011 14:00,4.158014536
6/3/2011 15:00,4.475514336
6/3/2011 16:00,3.571707054
6/3/2011 17:00,6.449415334
6/3/2011 18:00,5.598855145
6/3/2011 19:00,7.887080393
6/3/2011 20:00,8.460927172
6/3/2011 21:00,6.998678221
6/3/2011 22:00,0.270481813
6/3/2011 23:00,0.274604524
6/4/2011 0:00,0.21505483
6/4/2011 1:00,0.24696533
6/4/2011 2:00,0.203094012
6/4/2011 3:00,0.347147495
6/4/2011 4:00,0.25264691
6/4/2011 5:00,0.432683282
6/4/2011 6:00,0.790367168
6/4/2011 7:00,0.614683146
6/4/2011 8:00,0.661230988
6/4/2011 9:00,0.592648555
6/4/2011 10:00,1.146803898
6/4/2011 11:00,1.613893208
6/4/2011 12:00,1.547591016
6/4/2011 13:00,2.545956868
6/4/2011 14:00,4.845547332
6/4/2011 15:00,4.723891324
6/4/2011 16:00,3.928682617
6/4/2011 17:00,4.575396225
6/4/2011 18:00,6.236714108
6/4/2011 19:00,7.353042557
6/4/2011 20:00,6.193071562
6/4/2011 21:00,5.668665467
6/4/2011 22:00,0.414542577
6/4/2011 23:00,0.213330022
6/5/2011 0:00,0.310681885
6/5/2011 1:00,0.410062201
6/5/2011 2:00,0.4023813
6/5/2011 3:00,0.354472124
6/5/2011 4:00,0.366620586
6/5/2011 5:00,0.300908728
6/5/2011 6:00,0.520296007
6/5/2011 7:00,0.755454545
6/5/2011 8:00,0.60475627
6/5/2011 9:00,0.450425895
6/5/2011 10:00,1.039116259
6/5/2011 11:00,0.985878248
6/5/2011 12:00,1.35503555
6/5/2011 13:00,3.660198457
6/5/2011 14:00,2.974449475
6/5/2011 15:00,4.521511799
6/5/2011 16:00,6.452435482
6/5/2011 17:00,5.22809443
6/5/2011 18:00,4.851232683
6/5/2011 19:00,7.261502415
6/5/2011 20:00,7.29459913
6/5/2011 21:00,8.018091764
6/5/2011 22:00,0.439571754
6/5/2011 23:00,0.449682878
6/6/2011 0:00,0.222817379
6/6/2011 1:00,0.394950042
6/6/2011 2:00,0.476759713
6/6/2011 3:00,0.380923709
6/6/2011 4:00,0.49709909
6/6/2011 5:00,0.272206618
6/6/2011 6:00,0.657598442
6/6/2011 7:00,0.482148714
6/6/2011 8:00,0.736744804
6/6/2011 9:00,0.433365171
6/6/2011 10:00,1.704338215
6/6/2011 11:00,1.716047734
6/6/2011 12:00,1.149569634
6/6/2011 13:00,5.221547148
6/6/2011 14:00,3.612231254
6/6/2011 15:00,3.780962511
6/6/2011 16:00,6.333209683
6/6/2011 17:00,5.728996425
6/6/2011 18:00,4.677031593
6/6/2011 19:00,8.353302541
6/6/2011 20:00,7.072686972
6/6/2011 21:00,6.780230861
6/6/2011 22:00,0.257693167
6/6/2011 23:00,0.376713325
6/7/2011 0:00,0.465318768
6/7/2011 1:00,0.253910258
6/7/2011 2:00,0.349193384
6/7/2011 3:00,0.340771666
6/7/2011 4:00,0.400387348
6/7/2011 5:00,0.445601024
6/7/2011 6:00,0.494512009
6/7/2011 7:00,0.691250176
6/7/2011 8:00,0.623278879
6/7/2011 9:00,0.544780796
6/7/2011 10:00,1.066693329
6/7/2011 11:00,0.822415158
6/7/2011 12:00,1.568218353
6/7/2011 13:00,3.375519439
6/7/2011 14:00,3.252396773
6/7/2011 15:00,4.527453236
6/7/2011 16:00,5.45296437
6/7/2011 17:00,5.880779336
6/7/2011 18:00,5.362086166
6/7/2011 19:00,8.085759487
6/7/2011 20:00,6.571062163
6/7/2011 21:00,6.109713565
6/7/2011 22:00,0.410268496
6/7/2011 23:00,0.449407236
6/8/2011 0:00,0.234564622
6/8/2011 1:00,0.320907925
6/8/2011 2:00,0.278547398
6/8/2011 3:00,0.305650283
6/8/2011 4:00,0.229819915
6/8/2011 5:00,0.472271744
6/8/2011 6:00,0.621945469
6/8/2011 7:00,0.756219802
6/8/2011 8:00,0.785773568
6/8/2011 9:00,0.729284938
6/8/2011 10:00,1.241483151
6/8/2011 11:00,1.120127507
6/8/2011 12:00,1.575821198
6/8/2011 13:00,3.533543441
6/8/2011 14:00,4.523853007
6/8/2011 15:00,2.660946021
6/8/2011 16:00,5.685099249
6/8/2011 17:00,4.701909382
6/8/2011 18:00,4.654913712
6/8/2011 19:00,6.900377963
6/8/2011 20:00,7.455694851
6/8/2011 21:00,6.58247929
6/8/2011 22:00,0.20586574
6/8/2011 23:00,0.327231329
6/9/2011 0:00,0.316045718
6/9/2011 1:00,0.343611986
6/9/2011 2:00,0.26833228
6/9/2011 3:00,0.382243455
6/9/2011 4:00,0.462342491
6/9/2011 5:00,0.40847235
6/9/2011 6:00,0.671389326
6/9/2011 7:00,0.400786943
6/9/2011 8:00,0.477480557
6/9/2011 9:00,0.471860371
6/9/2011 10:00,1.35406249
6/9/2011 11:00,1.154048943
6/9/2011 12:00,1.086317206
6/9/2011 13:00,2.575031392
6/9/2011 14:00,3.437345065
6/9/2011 15:00,5.074462483
6/9/2011 16:00,5.987507147
6/9/2011 17:00,4.049754077
6/9/2011 18:00,6.05701052
6/9/2011 19:00,7.076635347
6/9/2011 20:00,7.787485199
6/9/2011 21:00,7.079132043
6/9/2011 22:00,0.308502679
6/9/2011 23:00,0.431650981
6/10/2011 0:00,0.209546772
6/10/2011 1:00,0.226574136
6/10/2011 2:00,0.249193576
6/10/2011 3:00,0.355963206
6/10/2011 4:00,0.418254662
6/10/2011 5:00,0.220778917
6/10/2011 6:00,0.659276973
6/10/2011 7:00,0.758518153
6/10/2011 8:00,0.617854762
6/10/2011 9:00,0.707295395
6/10/2011 10:00,1.767872017
6/10/2011 11:00,0.899002823
6/10/2011 12:00,0.98370285
6/10/2011 13:00,3.62017802
6/10/2011 14:00,3.55713508
6/10/2011 15:00,3.033227844
6/10/2011 16:00,3.987953717
6/10/2011 17:00,6.016560142
6/10/2011 18:00,4.273633019
6/10/2011 19:00,6.847876626
6/10/2011 20:00,7.768848054
6/10/2011 21:00,7.699027204
6/10/2011 22:00,0.313224491
6/10/2011 23:00,0.427971549
6/11/2011 0:00,0.311784448
6/11/2011 1:00,0.217204914
6/11/2011 2:00,0.461448393
6/11/2011 3:00,0.409013331
6/11/2011 4:00,0.390717739
6/11/2011 5:00,0.492969807
6/11/2011 6:00,0.69477756
6/11/2011 7:00,0.582483539
6/11/2011 8:00,0.430610622
6/11/2011 9:00,0.563945757
6/11/2011 10:00,1.632528389
6/11/2011 11:00,0.878990972
6/11/2011 12:00,1.113952597
6/11/2011 13:00,4.241865586
6/11/2011 14:00,4.807010926
6/11/2011 15:00,3.077257397
6/11/2011 16:00,5.090934117
6/11/2011 17:00,3.830708221
6/11/2011 18:00,5.163269072
6/11/2011 19:00,6.158846467
6/11/2011 20:00,7.110950565
6/11/2011 21:00,7.552134294
6/11/2011 22:00,0.368616389
6/11/2011 23:00,0.305091956
6/12/2011 0:00,0.367401593
6/12/2011 1:00,0.214806711
6/12/2011 2:00,0.239156373
6/12/2011 3:00,0.206932377
6/12/2011 4:00,0.256037281
6/12/2011 5:00,0.415674013
6/12/2011 6:00,0.495372169
6/12/2011 7:00,0.592778124
6/12/2011 8:00,0.518318266
6/12/2011 9:00,0.759988522
6/12/2011 10:00,1.317924649
6/12/2011 11:00,1.485787102
6/12/2011 12:00,1.281077506
6/12/2011 13:00,3.655150348
6/12/2011 14:00,2.880811505
6/12/2011 15:00,3.605569117
6/12/2011 16:00,5.151013447
6/12/2011 17:00,3.924124372
6/12/2011 18:00,5.607659272
6/12/2011 19:00,7.198633131
6/12/2011 20:00,7.628666497
6/12/2011 21:00,8.16438906
6/12/2011 22:00,0.47676591
6/12/2011 23:00,0.439389668
6/13/2011 0:00,0.48155605
6/13/2011 1:00,0.234531245
6/13/2011 2:00,0.280690167
6/13/2011 3:00,0.250070946
6/13/2011 4:00,0.223109723
6/13/2011 5:00,0.255829154
6/13/2011 6:00,0.438011381
6/13/2011 7:00,0.776219238
6/13/2011 8:00,0.543203211
6/13/2011 9:00,0.454740174
6/13/2011 10:00,1.644447941
6/13/2011 11:00,1.634158722
6/13/2011 12:00,1.100922956
6/13/2011 13:00,2.582641351
6/13/2011 14:00,5.316308981
6/13/2011 15:00,2.826819556
6/13/2011 16:00,5.179417227
6/13/2011 17:00,5.545640694
6/13/2011 18:00,5.736911368
6/13/2011 19:00,8.341089677
6/13/2011 20:00,5.549217899
6/13/2011 21:00,8.021459029
6/13/2011 22:00,0.390095278
6/13/2011 23:00,0.491337501
6/14/2011 0:00,0.482967756
6/14/2011 1:00,0.256051384
6/14/2011 2:00,0.386870868
6/14/2011 3:00,0.34606227
6/14/2011 4:00,0.3909505
6/14/2011 5:00,0.217948168
6/14/2011 6:00,0.500271993
6/14/2011 7:00,0.407488476
6/14/2011 8:00,0.456202991
6/14/2011 9:00,0.742828385
6/14/2011 10:00,0.831702563
6/14/2011 11:00,1.738850776
6/14/2011 12:00,1.329391767
6/14/2011 13:00,5.465030445
6/14/2011 14:00,5.318262614
6/14/2011 15:00,4.283985959
6/14/2011 16:00,4.395254439
6/14/2011 17:00,3.94347309
6/14/2011 18:00,4.00297687
6/14/2011 19:00,7.867802587
6/14/2011 20:00,8.118644335
6/14/2011 21:00,7.564662792
6/14/2011 22:00,0.208255767
6/14/2011 23:00,0.360587858
6/15/2011 0:00,0.309136659
6/15/2011 1:00,0.437906226
6/15/2011 2:00,0.403376178
6/15/2011 3:00,0.315162811
6/15/2011 4:00,0.418998718
6/15/2011 5:00,0.378391617
6/15/2011 6:00,0.438634213
6/15/2011 7:00,0.768069743
6/15/2011 8:00,0.781480799
6/15/2011 9:00,0.458200726
6/15/2011 10:00,1.450577361
6/15/2011 11:00,0.844001837
6/15/2011 12:00,1.222752395
6/15/2011 13:00,3.849771681
6/15/2011 14:00,5.33632506
6/15/2011 15:00,5.076894151
6/15/2011 16:00,3.750519926
6/15/2011 17:00,3.987082281
6/15/2011 18:00,4.057769741
6/15/2011 19:00,7.768801452
6/15/2011 20:00,7.2140823
6/15/2011 21:00,6.920065707
6/15/2011 22:00,0.441677588
6/15/2011 23:00,0.485551895
6/16/2011 0:00,0.229101739
6/16/2011 1:00,0.259070861
6/16/2011 2:00,0.241793856
6/16/2011 3:00,0.359974441
6/16/2011 4:00,0.365828688
6/16/2011 5:00,0.294149634
6/16/2011 6:00,0.774287991
6/16/2011 7:00,0.452006185
6/16/2011 8:00,0.478908994
6/16/2011 9:00,0.561599753
6/16/2011 10:00,1.409048569
6/16/2011 11:00,1.339199376
6/16/2011 12:00,1.673712484
6/16/2011 13:00,3.233257921
6/16/2011 14:00,4.273146153
6/16/2011 15:00,3.624367292
6/16/2011 16:00,5.815797278
6/16/2011 17:00,6.134164558
6/16/2011 18:00,4.616758413
6/16/2011 19:00,7.80316831
6/16/2011 20:00,7.784992805
6/16/2011 21:00,8.090548466
6/16/2011 22:00,0.283108919
6/16/2011 23:00,0.295758103
6/17/2011 0:00,0.247565312
6/17/2011 1:00,0.245080601
6/17/2011 2:00,0.319041157
6/17/2011 3:00,0.226921098
6/17/2011 4:00,0.359117019
6/17/2011 5:00,0.265791211
6/17/2011 6:00,0.668698419
6/17/2011 7:00,0.554002403
6/17/2011 8:00,0.687034438
6/17/2011 9:00,0.668198554
6/17/2011 10:00,0.922754712
6/17/2011 11:00,1.425865812
6/17/2011 12:00,1.716728062
6/17/2011 13:00,5.027107894
6/17/2011 14:00,5.461659401
6/17/2011 15:00,3.322329579
6/17/2011 16:00,5.3167392
6/17/2011 17:00,4.703417445
6/17/2011 18:00,4.700590968
6/17/2011 19:00,8.233486407
6/17/2011 20:00,5.901204287
6/17/2011 21:00,5.81038802
6/17/2011 22:00,0.212008663
6/17/2011 23:00,0.496736815
6/18/2011 0:00,0.416559983
6/18/2011 1:00,0.300187702
6/18/2011 2:00,0.463419278
6/18/2011 3:00,0.203343751
6/18/2011 4:00,0.460088888
6/18/2011 5:00,0.377128348
6/18/2011 6:00,0.57318035
6/18/2011 7:00,0.786588115
6/18/2011 8:00,0.434402628
6/18/2011 9:00,0.716235115
6/18/2011 10:00,1.485078961
6/18/2011 11:00,1.634436128
6/18/2011 12:00,1.305670614
6/18/2011 13:00,3.533186758
6/18/2011 14:00,4.930715553
6/18/2011 15:00,4.567500623
6/18/2011 16:00,3.755109304
6/18/2011 17:00,4.648206228
6/18/2011 18:00,5.146434661
6/18/2011 19:00,6.425746394
6/18/2011 20:00,7.647337405
6/18/2011 21:00,5.667041178
6/18/2011 22:00,0.373416826
6/18/2011 23:00,0.307347355
6/19/2011 0:00,0.257722333
6/19/2011 1:00,0.3355605
6/19/2011 2:00,0.22006141
6/19/2011 3:00,0.290109283
6/19/2011 4:00,0.473644373
6/19/2011 5:00,0.456020628
6/19/2011 6:00,0.425661853
6/19/2011 7:00,0.635333769
6/19/2011 8:00,0.617105527
6/19/2011 9:00,0.463250377
6/19/2011 10:00,0.906410264
6/19/2011 11:00,0.898500221
6/19/2011 12:00,1.044972126
6/19/2011 13:00,4.304020258
6/19/2011 14:00,3.889787525
6/19/2011 15:00,5.265923954
6/19/2011 16:00,4.074080897
6/19/2011 17:00,4.392862358
6/19/2011 18:00,5.098644953
6/19/2011 19:00,6.939490965
6/19/2011 20:00,6.454072103
6/19/2011 21:00,5.797186484
6/19/2011 22:00,0.203055823
6/19/2011 23:00,0.285430442
6/20/2011 0:00,0.456337497
6/20/2011 1:00,0.319849454
6/20/2011 2:00,0.271019814
6/20/2011 3:00,0.324531212
6/20/2011 4:00,0.343590452
6/20/2011 5:00,0.453981228
6/20/2011 6:00,0.635396916
6/20/2011 7:00,0.499141003
6/20/2011 8:00,0.47092055
6/20/2011 9:00,0.423021983
6/20/2011 10:00,1.747141599
6/20/2011 11:00,1.193476635
6/20/2011 12:00,1.639623161
6/20/2011 13:00,4.545123307
6/20/2011 14:00,3.909588997
6/20/2011 15:00,3.599152001
6/20/2011 16:00,3.906424214
6/20/2011 17:00,4.014722423
6/20/2011 18:00,4.348430878
6/20/2011 19:00,6.113683418
6/20/2011 20:00,6.143504541
6/20/2011 21:00,7.486634932
6/20/2011 22:00,0.449036849
6/20/2011 23:00,0.436768481
6/21/2011 0:00,0.35593339
6/21/2011 1:00,0.354038746
6/21/2011 2:00,0.465296906
6/21/2011 3:00,0.431302378
6/21/2011 4:00,0.23458769
6/21/2011 5:00,0.294051671
6/21/2011 6:00,0.783699514
6/21/2011 7:00,0.513634933
6/21/2011 8:00,0.649440254
6/21/2011 9:00,0.531892599
6/21/2011 10:00,0.902913932
6/21/2011 11:00,1.231897048
6/21/2011 12:00,1.121766308
6/21/2011 13:00,2.646332183
6/21/2011 14:00,3.92555414
6/21/2011 15:00,3.772890457
6/21/2011 16:00,4.434207439
6/21/2011 17:00,4.231597401
6/21/2011 18:00,6.175023058
6/21/2011 19:00,5.930510954
6/21/2011 20:00,8.311034757
6/21/2011 21:00,6.444548631
6/21/2011 22:00,0.44150562
6/21/2011 23:00,0.44243974
6/22/2011 0:00,0.436314997
6/22/2011 1:00,0.279787689
6/22/2011 2:00,0.354560141
6/22/2011 3:00,0.386049175
6/22/2011 4:00,0.414651395
6/22/2011 5:00,0.253169788
6/22/2011 6:00,0.549105299
6/22/2011 7:00,0.645909005
6/22/2011 8:00,0.535196909
6/22/2011 9:00,0.557732712
6/22/2011 10:00,0.828900299
6/22/2011 11:00,1.025105294
6/22/2011 12:00,0.896953705
6/22/2011 13:00,3.536204208
6/22/2011 14:00,4.753087246
6/22/2011 15:00,3.536447157
6/22/2011 16:00,4.599089899
6/22/2011 17:00,3.916791531
6/22/2011 18:00,4.451912718
6/22/2011 19:00,8.424523173
6/22/2011 20:00,7.072925755
6/22/2011 21:00,6.227004145
6/22/2011 22:00,0.422587376
6/22/2011 23:00,0.454333254
6/23/2011 0:00,0.244407957
6/23/2011 1:00,0.276769266
6/23/2011 2:00,0.408708263
6/23/2011 3:00,0.320436272
6/23/2011 4:00,0.480897601
6/23/2011 5:00,0.476183968
6/23/2011 6:00,0.588281384
6/23/2011 7:00,0.53763133
6/23/2011 8:00,0.625044386
6/23/2011 9:00,0.645958565
6/23/2011 10:00,0.826280002
6/23/2011 11:00,1.343292441
6/23/2011 12:00,1.409312571
6/23/2011 13:00,5.34872556
6/23/2011 14:00,4.031729781
6/23/2011 15:00,4.145853012
6/23/2011 16:00,5.204295967
6/23/2011 17:00,5.558369357
6/23/2011 18:00,4.960593949
6/23/2011 19:00,5.741230407
6/23/2011 20:00,5.693057861
6/23/2011 21:00,8.304688168
6/23/2011 22:00,0.21234567
6/23/2011 23:00,0.406339565
6/24/2011 0:00,0.406322416
6/24/2011 1:00,0.324869449
6/24/2011 2:00,0.25233348
6/24/2011 3:00,0.324740502
6/24/2011 4:00,0.358396197
6/24/2011 5:00,0.49218948
6/24/2011 6:00,0.551468907
6/24/2011 7:00,0.750791867
6/24/2011 8:00,0.683948844
6/24/2011 9:00,0.692138158
6/24/2011 10:00,0.808004795
6/24/2011 11:00,1.128202783
6/24/2011 12:00,1.380907193
6/24/2011 13:00,2.750865965
6/24/2011 14:00,5.330209984
6/24/2011 15:00,3.520167869
6/24/2011 16:00,6.42804974
6/24/2011 17:00,5.895189502
6/24/2011 18:00,3.929774628
6/24/2011 19:00,5.605658298
6/24/2011 20:00,7.545254014
6/24/2011 21:00,7.710182397
6/24/2011 22:00,0.427398725
6/24/2011 23:00,0.467433024
6/25/2011 0:00,0.41015086
6/25/2011 1:00,0.257862031
6/25/2011 2:00,0.2139589
6/25/2011 3:00,0.354249111
6/25/2011 4:00,0.292923335
6/25/2011 5:00,0.242679784
6/25/2011 6:00,0.769690744
6/25/2011 7:00,0.568680888
6/25/2011 8:00,0.574175192
6/25/2011 9:00,0.513748496
6/25/2011 10:00,1.607662017
6/25/2011 11:00,0.918826875
6/25/2011 12:00,1.178049213
6/25/2011 13:00,4.641617576
6/25/2011 14:00,3.475128797
6/25/2011 15:00,4.135043299
6/25/2011 16:00,5.275940718
6/25/2011 17:00,5.280264473
6/25/2011 18:00,6.097674369
6/25/2011 19:00,5.878623046
6/25/2011 20:00,5.756572373
6/25/2011 21:00,6.283708769
6/25/2011 22:00,0.428704425
6/25/2011 23:00,0.27408908
6/26/2011 0:00,0.206763608
6/26/2011 1:00,0.259692076
6/26/2011 2:00,0.332923236
6/26/2011 3:00,0.498793139
6/26/2011 4:00,0.448190762
6/26/2011 5:00,0.212639186
6/26/2011 6:00,0.55540223
6/26/2011 7:00,0.660105814
6/26/2011 8:00,0.47649952
6/26/2011 9:00,0.553999451
6/26/2011 10:00,0.966487677
6/26/2011 11:00,1.117047888
6/26/2011 12:00,0.936487451
6/26/2011 13:00,5.103272845
6/26/2011 14:00,4.572805885
6/26/2011 15:00,2.615743125
6/26/2011 16:00,5.526918965
