Date,WS
6/1/2021 0:00,3.554
6/1/2021 1:00,12.658
6/1/2021 2:00,3.756967
6/1/2021 3:00,12.658
6/1/2021 4:00,3.756967
6/1/2021 5:00,3.756967
6/1/2021 6:00,3.37566541
6/1/2021 7:00,7.273487498
6/1/2021 8:00,5.468127832
6/1/2021 9:00,5.485296166
6/1/2021 10:00,3.306075361
6/1/2021 11:00,6.191665747
6/1/2021 12:00,2.789446707
6/1/2021 13:00,3.356950715
6/1/2021 14:00,4.735995351
6/1/2021 15:00,3.821887722
6/1/2021 16:00,4.175160261
6/1/2021 17:00,3.228654346
6/1/2021 18:00,3.217337034
6/1/2021 19:00,2.995369162
6/1/2021 20:00,4.082645271
6/1/2021 21:00,6.487561997
6/1/2021 22:00,3.554
6/1/2021 23:00,3.554
6/2/2021 0:00,3.554
6/2/2021 1:00,3.554
6/2/2021 2:00,10.2155
6/2/2021 3:00,3.554
6/2/2021 4:00,3.554
6/2/2021 5:00,3.554
6/2/2021 6:00,5.436070205
6/2/2021 7:00,4.570648734
6/2/2021 8:00,2.779425155
6/2/2021 9:00,4.090536807
6/2/2021 10:00,5.803530285
6/2/2021 11:00,8.785099365
6/2/2021 12:00,3.150281314
6/2/2021 13:00,3.216822544
6/2/2021 14:00,4.463445694
6/2/2021 15:00,4.44093486
6/2/2021 16:00,3.224757836
6/2/2021 17:00,2.623658116
6/2/2021 18:00,2.658219272
6/2/2021 19:00,10.01777235
6/2/2021 20:00,3.470228194
6/2/2021 21:00,10.25069429
6/2/2021 22:00,3.756967
6/2/2021 23:00,12.658
6/3/2021 0:00,3.554
6/3/2021 1:00,3.756967
6/3/2021 2:00,10.45736
6/3/2021 3:00,3.554
6/3/2021 4:00,3.756967
6/3/2021 5:00,3.756967
6/3/2021 6:00,3.891649428
6/3/2021 7:00,5.559732607
6/3/2021 8:00,2.940298389
6/3/2021 9:00,4.19756563
6/3/2021 10:00,7.775160776
6/3/2021 11:00,6.564385022
6/3/2021 12:00,8.447604762
6/3/2021 13:00,2.604829784
6/3/2021 14:00,3.991831708
6/3/2021 15:00,4.665548045
6/3/2021 16:00,4.44432915
6/3/2021 17:00,4.189732363
6/3/2021 18:00,2.748325319
6/3/2021 19:00,2.412975364
6/3/2021 20:00,3.524653515
6/3/2021 21:00,5.84237187
6/3/2021 22:00,3.756967
6/3/2021 23:00,3.756967
6/4/2021 0:00,3.554
6/4/2021 1:00,3.554
6/4/2021 2:00,10.45736
6/4/2021 3:00,3.554
6/4/2021 4:00,3.756967
6/4/2021 5:00,3.756967
6/4/2021 6:00,6.459710702
6/4/2021 7:00,9.930365137
6/4/2021 8:00,9.2373868
6/4/2021 9:00,4.893059014
6/4/2021 10:00,10.0312748
6/4/2021 11:00,4.914186305
6/4/2021 12:00,9.245525972
6/4/2021 13:00,4.895553452
6/4/2021 14:00,4.052124711
6/4/2021 15:00,2.789600487
6/4/2021 16:00,2.383918865
6/4/2021 17:00,4.636842594
6/4/2021 18:00,2.817297533
6/4/2021 19:00,9.479897952
6/4/2021 20:00,9.233711055
6/4/2021 21:00,6.220030241
6/4/2021 22:00,3.554
6/4/2021 23:00,3.756967
6/5/2021 0:00,3.554
6/5/2021 1:00,12.658
6/5/2021 2:00,3.756967
6/5/2021 3:00,3.756967
6/5/2021 4:00,3.756967
6/5/2021 5:00,3.554
6/5/2021 6:00,8.599218281
6/5/2021 7:00,2.78740898
6/5/2021 8:00,7.010266389
6/5/2021 9:00,10.00419708
6/5/2021 10:00,9.318612343
6/5/2021 11:00,6.770774884
6/5/2021 12:00,4.90398539
6/5/2021 13:00,3.172133216
6/5/2021 14:00,4.308967351
6/5/2021 15:00,5.172669966
6/5/2021 16:00,3.823225258
6/5/2021 17:00,2.971259955
6/5/2021 18:00,2.673060508
6/5/2021 19:00,7.913671393
6/5/2021 20:00,4.746834335
6/5/2021 21:00,8.358496821
6/5/2021 22:00,3.756967
6/5/2021 23:00,3.554
6/6/2021 0:00,10.2155
6/6/2021 1:00,3.554
6/6/2021 2:00,3.756967
6/6/2021 3:00,3.554
6/6/2021 4:00,3.554
6/6/2021 5:00,3.756967
6/6/2021 6:00,6.011228421
6/6/2021 7:00,7.790584178
6/6/2021 8:00,5.991627418
6/6/2021 9:00,9.481878109
6/6/2021 10:00,9.239028509
6/6/2021 11:00,3.987932645
6/6/2021 12:00,3.38852113
6/6/2021 13:00,3.27792624
6/6/2021 14:00,5.425774545
6/6/2021 15:00,5.38768081
6/6/2021 16:00,4.053850087
6/6/2021 17:00,3.306700019
6/6/2021 18:00,3.826182913
6/6/2021 19:00,8.148587786
6/6/2021 20:00,7.984416389
6/6/2021 21:00,5.940304099
6/6/2021 22:00,3.554
6/6/2021 23:00,3.554
6/7/2021 0:00,3.554
6/7/2021 1:00,3.554
6/7/2021 2:00,3.756967
6/7/2021 3:00,3.554
6/7/2021 4:00,3.554
6/7/2021 5:00,3.554
6/7/2021 6:00,9.230029205
6/7/2021 7:00,4.614104633
6/7/2021 8:00,3.123619517
6/7/2021 9:00,9.098984338
6/7/2021 10:00,8.144009421
6/7/2021 11:00,6.935230664
6/7/2021 12:00,6.241466973
6/7/2021 13:00,3.516238171
6/7/2021 14:00,3.723097145
6/7/2021 15:00,2.341754841
6/7/2021 16:00,2.54895562
6/7/2021 17:00,4.025971595
6/7/2021 18:00,3.471013989
6/7/2021 19:00,8.643991995
6/7/2021 20:00,5.428729748
6/7/2021 21:00,5.65351519
6/7/2021 22:00,10.2155
6/7/2021 23:00,3.756967
6/8/2021 0:00,3.554
6/8/2021 1:00,3.554
6/8/2021 2:00,3.554
6/8/2021 3:00,3.554
6/8/2021 4:00,3.554
6/8/2021 5:00,10.2155
6/8/2021 6:00,5.174472374
6/8/2021 7:00,6.255574219
6/8/2021 8:00,4.47233652
6/8/2021 9:00,5.578194117
6/8/2021 10:00,6.825526235
6/8/2021 11:00,8.842961337
6/8/2021 12:00,4.451827037
6/8/2021 13:00,4.116841085
6/8/2021 14:00,4.301326274
6/8/2021 15:00,4.108494035
6/8/2021 16:00,4.924809498
6/8/2021 17:00,3.027874968
6/8/2021 18:00,3.0171252
6/8/2021 19:00,6.111426019
6/8/2021 20:00,8.903494602
6/8/2021 21:00,7.69863267
6/8/2021 22:00,10.2155
6/8/2021 23:00,3.554
6/9/2021 0:00,3.756967
6/9/2021 1:00,3.554
6/9/2021 2:00,3.554
6/9/2021 3:00,3.554
6/9/2021 4:00,10.2155
6/9/2021 5:00,3.554
6/9/2021 6:00,10.43775038
6/9/2021 7:00,2.674139298
6/9/2021 8:00,9.684009427
6/9/2021 9:00,7.062850723
6/9/2021 10:00,4.784877693
6/9/2021 11:00,4.2180373
6/9/2021 12:00,7.389430494
6/9/2021 13:00,2.951719539
6/9/2021 14:00,4.314092001
6/9/2021 15:00,2.801313349
6/9/2021 16:00,4.638008578
6/9/2021 17:00,3.222299053
6/9/2021 18:00,2.52289651
6/9/2021 19:00,5.982610549
6/9/2021 20:00,8.651153016
6/9/2021 21:00,9.961654604
6/9/2021 22:00,3.756967
6/9/2021 23:00,3.756967
6/10/2021 0:00,3.554
6/10/2021 1:00,3.756987
6/10/2021 2:00,3.756967
6/10/2021 3:00,3.554
6/10/2021 4:00,3.756967
6/10/2021 5:00,3.756967
6/10/2021 6:00,9.886081028
6/10/2021 7:00,3.227736151
6/10/2021 8:00,4.732181807
6/10/2021 9:00,5.372265904
6/10/2021 10:00,10.41645598
6/10/2021 11:00,7.80815534
6/10/2021 12:00,8.896856845
6/10/2021 13:00,4.907358762
6/10/2021 14:00,3.375389523
6/10/2021 15:00,2.62874631
6/10/2021 16:00,4.90436254
6/10/2021 17:00,3.701468649
6/10/2021 18:00,4.361585762
6/10/2021 19:00,8.676963009
6/10/2021 20:00,6.700598342
6/10/2021 21:00,6.55800673
6/10/2021 22:00,3.554
6/10/2021 23:00,3.554
6/11/2021 0:00,3.756967
6/11/2021 1:00,3.554
6/11/2021 2:00,3.756967
6/11/2021 3:00,3.756967
6/11/2021 4:00,3.554
6/11/2021 5:00,3.554
6/11/2021 6:00,8.191198739
